Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.922,0.922,0.0,0.922,0.07799999999999996
8.0,221.0,3.0,86.0,86.0,0.615,0.615,0.0,0.615,0.385
8.0,221.0,3.0,86.0,86.0,0.618,0.618,0.0,0.618,0.382
8.0,253.0,3.0,60.0,60.0,0.893,0.893,0.0,0.893,0.10699999999999998
8.0,201.0,3.0,61.0,61.0,0.762,0.762,0.0,0.762,0.238
8.0,209.0,3.0,45.0,45.0,0.939,0.939,0.0,0.939,0.061000000000000054
8.0,187.0,3.0,18.0,18.0,0.841,0.841,0.0,0.841,0.15900000000000003
8.0,187.0,3.0,18.0,18.0,0.9,0.9,0.0,0.9,0.09999999999999998
8.0,205.0,3.0,142.0,115.0,0.287,0.629,0.629,0.9159999999999999,0.08400000000000007
8.0,215.0,3.0,70.0,70.0,0.669,0.669,0.0,0.669,0.33099999999999996
9.0,473.0,3.0,107.0,107.0,0.3,0.3,0.0,0.3,0.7
9.0,473.0,3.0,122.0,122.0,0.425,0.425,0.0,0.425,0.575
9.0,437.0,3.0,102.0,102.0,0.623,0.623,0.0,0.623,0.377
9.0,355.0,3.0,70.0,70.0,0.87,0.87,0.0,0.87,0.13
9.0,407.0,3.0,36.0,36.0,0.915,0.915,0.0,0.915,0.08499999999999996
9.0,355.0,3.0,70.0,70.0,0.28,0.28,0.0,0.28,0.72
9.0,415.0,3.0,25.0,25.0,0.911,0.911,0.0,0.911,0.08899999999999997
9.0,415.0,3.0,70.0,70.0,0.23,0.23,0.0,0.23,0.77
9.0,473.0,3.0,122.0,122.0,0.41,0.41,0.0,0.41,0.5900000000000001
9.0,481.0,3.0,39.0,39.0,0.804,0.804,0.0,0.804,0.19599999999999995
10.0,1003.0,3.0,43.0,43.0,0.881,0.881,0.0,0.881,0.119
10.0,869.0,3.0,69.0,69.0,0.686,0.686,0.0,0.686,0.31399999999999995
10.0,905.0,3.0,60.0,60.0,0.946,0.946,0.0,0.946,0.05400000000000005
10.0,917.0,3.0,69.0,69.0,0.744,0.744,0.0,0.744,0.256
10.0,655.0,3.0,130.0,130.0,0.934,0.934,0.0,0.934,0.06599999999999995
10.0,893.0,3.0,73.0,73.0,0.92,0.92,0.0,0.92,0.07999999999999996
10.0,959.0,3.0,66.0,66.0,0.579,0.579,0.0,0.579,0.42100000000000004
10.0,831.0,3.0,69.0,69.0,0.302,0.302,0.0,0.302,0.698
10.0,755.0,3.0,78.0,78.0,0.836,0.836,0.0,0.836,0.16400000000000003
10.0,781.0,3.0,45.0,45.0,0.662,0.662,0.0,0.662,0.33799999999999997
11.0,1713.0,3.0,90.0,90.0,0.55,0.55,0.0,0.55,0.44999999999999996
11.0,1843.0,3.0,99.0,99.0,0.696,0.696,0.0,0.696,0.30400000000000005
11.0,1865.0,3.0,81.0,81.0,0.401,0.401,0.0,0.401,0.599
11.0,1967.0,3.0,153.0,111.0,0.242,0.325,0.325,0.567,0.43300000000000005
11.0,1633.0,3.0,73.0,73.0,0.765,0.765,0.0,0.765,0.235
11.0,1703.0,3.0,105.0,105.0,0.492,0.492,0.0,0.492,0.508
11.0,1821.0,3.0,50.0,50.0,0.803,0.803,0.0,0.803,0.19699999999999995
11.0,1927.0,3.0,85.0,85.0,0.48,0.48,0.0,0.48,0.52
11.0,1507.0,3.0,62.0,62.0,0.942,0.942,0.0,0.942,0.05800000000000005
11.0,1441.0,3.0,34.0,34.0,0.788,0.788,0.0,0.788,0.21199999999999997
12.0,3901.0,3.0,41.0,41.0,0.76,0.76,0.0,0.76,0.24
12.0,3397.0,3.0,94.0,94.0,0.908,0.908,0.0,0.908,0.09199999999999997
12.0,2855.0,3.0,138.0,138.0,0.103,0.103,0.0,0.103,0.897
12.0,2831.0,3.0,82.0,82.0,0.901,0.901,0.0,0.901,0.09899999999999998
12.0,2893.0,3.0,78.0,78.0,0.529,0.529,0.0,0.529,0.471
12.0,2605.0,3.0,50.0,50.0,0.825,0.825,0.0,0.825,0.17500000000000004
12.0,3047.0,3.0,37.0,37.0,0.923,0.923,0.0,0.923,0.07699999999999996
12.0,3707.0,3.0,116.0,116.0,0.29,0.29,0.0,0.29,0.71
12.0,2981.0,3.0,47.0,47.0,0.888,0.888,0.0,0.888,0.11199999999999999
12.0,3149.0,3.0,125.0,121.0,0.662,0.266,0.266,0.928,0.07199999999999995
13.0,6463.0,3.0,82.0,82.0,0.567,0.567,0.0,0.567,0.43300000000000005
13.0,7729.0,3.0,101.0,101.0,0.679,0.679,0.0,0.679,0.32099999999999995
13.0,7217.0,3.0,54.0,54.0,0.378,0.378,0.0,0.378,0.622
13.0,7241.0,3.0,94.0,94.0,0.608,0.608,0.0,0.608,0.392
13.0,6281.0,3.0,75.0,75.0,0.936,0.936,0.0,0.936,0.06399999999999995
13.0,5755.0,3.0,66.0,66.0,0.475,0.475,0.0,0.475,0.525
13.0,5165.0,3.0,68.0,68.0,0.921,0.921,0.0,0.921,0.07899999999999996
13.0,5699.0,3.0,170.0,166.0,0.274,0.7000000000000001,0.7000000000000001,0.9740000000000001,0.025999999999999912
13.0,7355.0,3.0,90.0,90.0,0.729,0.729,0.0,0.729,0.271
13.0,4883.0,3.0,74.0,74.0,0.673,0.673,0.0,0.673,0.32699999999999996
14.0,13403.0,4.0,54.0,54.0,0.431,0.431,0.0,0.431,0.569
14.0,15577.0,4.0,69.0,69.0,0.894,0.894,0.0,0.894,0.10599999999999998
14.0,13439.0,4.0,34.0,34.0,0.387,0.387,0.0,0.387,0.613
14.0,15163.0,4.0,81.0,66.0,0.582,0.269,0.317,0.899,0.10099999999999998
14.0,13849.0,4.0,62.0,62.0,0.588,0.588,0.0,0.588,0.41200000000000003
14.0,14257.0,4.0,47.0,47.0,0.654,0.654,0.0,0.654,0.346
