Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,86.0,86.0,0.132,0.132,0.0,0.132,0.868
8.0,221.0,3.0,50.0,50.0,0.604,0.604,0.0,0.604,0.396
8.0,221.0,3.0,65.0,65.0,0.353,0.353,0.0,0.353,0.647
8.0,253.0,3.0,81.0,81.0,0.936,0.936,0.0,0.936,0.06399999999999995
8.0,201.0,3.0,61.0,61.0,0.768,0.768,0.0,0.768,0.23199999999999998
8.0,209.0,3.0,42.0,42.0,0.67,0.67,0.0,0.67,0.32999999999999996
8.0,187.0,3.0,18.0,18.0,0.72,0.72,0.0,0.72,0.28
8.0,187.0,3.0,42.0,42.0,0.502,0.502,0.0,0.502,0.498
8.0,205.0,3.0,105.0,105.0,0.497,0.497,0.0,0.497,0.503
8.0,215.0,3.0,70.0,70.0,0.521,0.521,0.0,0.521,0.479
9.0,473.0,3.0,107.0,107.0,0.224,0.224,0.0,0.224,0.776
9.0,473.0,3.0,122.0,122.0,0.377,0.377,0.0,0.377,0.623
9.0,437.0,3.0,66.0,66.0,0.501,0.501,0.0,0.501,0.499
9.0,355.0,3.0,117.0,117.0,0.372,0.372,0.0,0.372,0.628
9.0,407.0,3.0,36.0,36.0,0.953,0.953,0.0,0.953,0.04700000000000004
9.0,355.0,3.0,117.0,117.0,0.389,0.389,0.0,0.389,0.611
9.0,415.0,3.0,25.0,25.0,0.798,0.798,0.0,0.798,0.20199999999999996
9.0,415.0,3.0,25.0,25.0,0.8,0.8,0.0,0.8,0.19999999999999996
9.0,473.0,3.0,125.0,125.0,0.307,0.307,0.0,0.307,0.6930000000000001
9.0,481.0,3.0,73.0,73.0,0.282,0.282,0.0,0.282,0.718
10.0,1003.0,3.0,70.0,70.0,0.73,0.73,0.0,0.73,0.27
10.0,869.0,3.0,69.0,69.0,0.609,0.609,0.0,0.609,0.391
10.0,905.0,3.0,60.0,60.0,0.837,0.837,0.0,0.837,0.16300000000000003
10.0,917.0,3.0,69.0,69.0,0.669,0.669,0.0,0.669,0.33099999999999996
