Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
150,1268771206145175299492684899681878877410684841,21,728,728,0.054054,0.054054,0.0,0.054054,0.945946
150,1403762530472620237905076428332939916844331359,21,310,297,0.047964,0.053221,0.083458,0.131422,0.868578
150,918882917500502786903408324526441238854631741,21,407,397,0.033627,0.026322,0.026322,0.059949,0.940051
150,1044411862674117053622929515451672202864979129,21,397,397,0.052288,0.052288,0.0,0.052288,0.947712
150,1199592981228806239321120961178599459097610483,21,601,601,0.005835,0.005835,0.0,0.005835,0.994165
150,912632394066698132144971044037258218777602291,21,384,384,0.057989,0.057989,0.0,0.057989,0.942011
150,1033085278351720441874660444922199074374033881,21,454,454,0.009651,0.009651,0.0,0.009651,0.990349
150,1039667922595230805682141254323399644574814367,21,704,702,0.053578,0.172972,0.172972,0.22654999999999997,0.77345
150,1076261801716221769627743498540654753005411033,21,605,584,0.014627,0.01587,0.19219599999999995,0.20682299999999995,0.793177
150,868981675879730421007669707059890716656754209,21,391,391,0.036384,0.036384,0.0,0.036384,0.963616
150,1198940008513470371886998720870433706529677289,21,318,309,0.03826,0.033298,0.182512,0.22077200000000002,0.779228
150,1001065868810988745766471076060380006588792189,21,391,391,0.03458,0.03458,0.0,0.03458,0.96542
150,1018523197675518130041140861676478171959383813,21,315,315,0.110027,0.110027,0.0,0.110027,0.889973
150,999406335763551690568793874408994581594369181,21,305,305,0.180984,0.180984,0.0,0.180984,0.819016
150,1386649915270975663546803936212330370020386207,21,333,333,0.038179,0.038179,0.0,0.038179,0.961821
150,1252835724482748605844023934169349660374906087,21,379,379,0.068072,0.068072,0.0,0.068072,0.931928
150,1420753685420564064872708676390123998125705549,21,349,349,0.135109,0.135109,0.0,0.135109,0.864891
150,1076920912535396901213842625717381087368331181,21,417,417,0.024117,0.024117,0.0,0.024117,0.9758830000000001
150,1124397583306701037985991208303905429810161357,21,352,352,0.048169,0.048169,0.0,0.048169,0.951831
150,1130353955473240791783568532060655958732460941,21,408,408,0.047549,0.047549,0.0,0.047549,0.952451
151,2363319035074246419340419055739401443130238059,21,544,505,0.028488,0.003435,0.18228200000000003,0.21077,0.78923
151,2471201957583473321167345886570639941825218311,21,396,396,0.022789,0.022789,0.0,0.022789,0.977211
151,2315715608364087921901708175621836301416617007,21,292,292,0.00998,0.00998,0.0,0.00998,0.99002
151,2763171157217537386323259861099914830334818519,21,613,595,0.011973,0.005412,0.005412,0.017384999999999998,0.982615
151,1758775630326182635026447808028302358291781499,21,296,296,0.044744,0.044744,0.0,0.044744,0.955256
151,2188378164211148987192836592303698338909975503,21,332,318,0.037232,0.027723,0.027723,0.064955,0.935045
151,1829627983140478483810934234803641664206450619,21,355,355,0.030548,0.030548,0.0,0.030548,0.969452
151,1569735030968914361557174823910579735657956107,21,310,304,0.152576,0.055524,0.055524,0.20809999999999998,0.7919
151,2843239852874861508784440371081621911410347591,21,581,581,0.01837,0.01837,0.0,0.01837,0.98163
151,2624675574003230296718034974584383454961661761,21,577,577,0.016308,0.016308,0.0,0.016308,0.983692
151,1746328694271824837631752461766830788699201941,21,497,492,0.014385,0.013256,0.017659,0.032044,0.967956
151,2456234120258232727729365675070691784694223131,21,661,651,0.013694,0.012731,0.019253,0.032947,0.967053
151,2689914182894566195371701173819301836708498979,21,414,397,0.035271000000000004,0.009252,0.13173600000000002,0.16700700000000002,0.832993
151,2472879649799491864465871187917726124213054643,21,388,383,0.010267,0.012588,0.012588,0.022855,0.977145
151,2641928437820330089399895839369416426912654047,21,603,596,0.050011,0.032178,0.032178,0.082189,0.917811
151,2217024583566038902931835040749210710155293863,21,329,329,0.064271,0.064271,0.0,0.064271,0.935729
151,2795955547593262531562466415054318143278579719,21,418,393,0.007926,0.015856,0.08097599999999999,0.088902,0.911098
151,2754384674264655946791346511962590129499967297,21,527,527,0.020506,0.020506,0.0,0.020506,0.979494
151,1922698035563121141756137662031262831101446511,21,321,321,0.006565,0.006565,0.0,0.006565,0.993435
