Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.985,0.985,0.0,0.985,0.015000000000000013
8.0,221.0,3.0,50.0,50.0,0.976,0.976,0.0,0.976,0.02400000000000002
8.0,221.0,3.0,86.0,86.0,0.74,0.74,0.0,0.74,0.26
8.0,253.0,3.0,60.0,60.0,0.983,0.983,0.0,0.983,0.017000000000000015
8.0,201.0,3.0,49.0,49.0,0.968,0.968,0.0,0.968,0.03200000000000003
8.0,209.0,3.0,90.0,90.0,0.689,0.689,0.0,0.689,0.31100000000000005
8.0,187.0,3.0,18.0,18.0,0.977,0.977,0.0,0.977,0.02300000000000002
8.0,187.0,3.0,42.0,42.0,0.986,0.986,0.0,0.986,0.014000000000000012
8.0,205.0,3.0,108.0,105.0,0.593,0.262,0.262,0.855,0.14500000000000002
8.0,215.0,3.0,70.0,70.0,0.869,0.869,0.0,0.869,0.131
9.0,473.0,3.0,125.0,125.0,0.334,0.334,0.0,0.334,0.6659999999999999
9.0,473.0,3.0,107.0,107.0,0.415,0.415,0.0,0.415,0.585
9.0,437.0,3.0,102.0,102.0,0.834,0.834,0.0,0.834,0.16600000000000004
9.0,355.0,3.0,70.0,70.0,0.529,0.529,0.0,0.529,0.471
9.0,407.0,3.0,81.0,81.0,0.738,0.738,0.0,0.738,0.262
9.0,355.0,3.0,70.0,70.0,0.973,0.973,0.0,0.973,0.027000000000000024
9.0,415.0,3.0,70.0,70.0,0.746,0.746,0.0,0.746,0.254
9.0,415.0,3.0,25.0,25.0,0.967,0.967,0.0,0.967,0.03300000000000003
9.0,473.0,3.0,107.0,107.0,0.374,0.374,0.0,0.374,0.626
9.0,481.0,3.0,39.0,39.0,0.951,0.951,0.0,0.951,0.049000000000000044
10.0,1003.0,3.0,43.0,43.0,0.965,0.965,0.0,0.965,0.03500000000000003
10.0,869.0,3.0,69.0,69.0,0.747,0.747,0.0,0.747,0.253
10.0,905.0,3.0,60.0,60.0,0.989,0.989,0.0,0.989,0.01100000000000001
10.0,917.0,3.0,60.0,60.0,0.979,0.979,0.0,0.979,0.02100000000000002
10.0,655.0,3.0,130.0,130.0,0.856,0.856,0.0,0.856,0.14400000000000002
10.0,893.0,3.0,73.0,73.0,0.937,0.937,0.0,0.937,0.06299999999999994
10.0,959.0,3.0,66.0,66.0,0.763,0.763,0.0,0.763,0.237
10.0,831.0,3.0,69.0,69.0,0.696,0.696,0.0,0.696,0.30400000000000005
10.0,755.0,3.0,102.0,99.0,0.515,0.471,0.471,0.986,0.014000000000000012
10.0,781.0,3.0,45.0,45.0,0.986,0.986,0.0,0.986,0.014000000000000012
11.0,1713.0,3.0,90.0,90.0,0.916,0.916,0.0,0.916,0.08399999999999996
11.0,1843.0,3.0,99.0,99.0,0.811,0.811,0.0,0.811,0.18899999999999995
11.0,1865.0,3.0,33.0,33.0,0.985,0.985,0.0,0.985,0.015000000000000013
11.0,1967.0,3.0,153.0,111.0,0.228,0.659,0.659,0.887,0.11299999999999999
11.0,1633.0,3.0,105.0,105.0,0.737,0.737,0.0,0.737,0.263
11.0,1703.0,3.0,105.0,105.0,0.862,0.862,0.0,0.862,0.138
11.0,1821.0,3.0,118.0,118.0,0.761,0.761,0.0,0.761,0.239
11.0,1927.0,3.0,79.0,79.0,0.975,0.975,0.0,0.975,0.025000000000000022
11.0,1507.0,3.0,53.0,53.0,0.978,0.978,0.0,0.978,0.02200000000000002
11.0,1441.0,3.0,43.0,43.0,0.981,0.981,0.0,0.981,0.019000000000000017
12.0,3901.0,3.0,45.0,45.0,0.951,0.951,0.0,0.951,0.049000000000000044
12.0,3397.0,3.0,94.0,94.0,0.89,0.89,0.0,0.89,0.10999999999999999
12.0,2855.0,3.0,138.0,138.0,0.277,0.277,0.0,0.277,0.723
12.0,2831.0,3.0,73.0,73.0,0.944,0.944,0.0,0.944,0.05600000000000005
12.0,2893.0,3.0,69.0,69.0,0.954,0.954,0.0,0.954,0.04600000000000004
12.0,2605.0,3.0,50.0,50.0,0.976,0.976,0.0,0.976,0.02400000000000002
12.0,3047.0,3.0,109.0,109.0,0.61,0.61,0.0,0.61,0.39
12.0,3707.0,3.0,121.0,121.0,0.916,0.916,0.0,0.916,0.08399999999999996
12.0,2981.0,3.0,71.0,71.0,0.953,0.953,0.0,0.953,0.04700000000000004
12.0,3149.0,3.0,125.0,121.0,0.369,0.619,0.619,0.988,0.01200000000000001
13.0,6463.0,3.0,45.0,45.0,0.993,0.993,0.0,0.993,0.007000000000000006
13.0,7729.0,3.0,99.0,99.0,0.881,0.881,0.0,0.881,0.119
13.0,7217.0,3.0,54.0,54.0,0.976,0.976,0.0,0.976,0.02400000000000002
13.0,7241.0,3.0,94.0,94.0,0.575,0.575,0.0,0.575,0.42500000000000004
13.0,6281.0,3.0,142.0,142.0,0.381,0.381,0.0,0.381,0.619
13.0,5755.0,3.0,63.0,63.0,0.74,0.74,0.0,0.74,0.26
13.0,5165.0,3.0,68.0,68.0,0.962,0.962,0.0,0.962,0.038000000000000034
13.0,5699.0,3.0,89.0,89.0,0.92,0.92,0.0,0.92,0.07999999999999996
13.0,7355.0,3.0,90.0,90.0,0.913,0.913,0.0,0.913,0.08699999999999997
13.0,4883.0,3.0,74.0,74.0,0.917,0.917,0.0,0.917,0.08299999999999996
14.0,13403.0,4.0,54.0,54.0,0.728,0.728,0.0,0.728,0.272
14.0,15577.0,4.0,36.0,36.0,0.95,0.95,0.0,0.95,0.050000000000000044
14.0,13439.0,4.0,34.0,34.0,0.938,0.938,0.0,0.938,0.062000000000000055
14.0,15163.0,4.0,47.0,47.0,0.901,0.901,0.0,0.901,0.09899999999999998
14.0,13849.0,4.0,70.0,70.0,0.299,0.299,0.0,0.299,0.7010000000000001
14.0,14257.0,4.0,47.0,47.0,0.78,0.78,0.0,0.78,0.21999999999999997
14.0,15409.0,4.0,57.0,57.0,0.843,0.843,0.0,0.843,0.15700000000000003
14.0,13271.0,4.0,49.0,49.0,0.697,0.697,0.0,0.697,0.30300000000000005
14.0,12361.0,4.0,56.0,56.0,0.872,0.872,0.0,0.872,0.128
14.0,13057.0,4.0,41.0,41.0,0.736,0.736,0.0,0.736,0.264
15.0,23713.0,4.0,62.0,45.0,0.212,0.773,0.773,0.985,0.015000000000000013
15.0,30361.0,4.0,69.0,46.0,0.033,0.847,0.847,0.88,0.12
15.0,30901.0,4.0,31.0,31.0,0.87,0.87,0.0,0.87,0.13
15.0,30749.0,4.0,61.0,61.0,0.847,0.847,0.0,0.847,0.15300000000000002
15.0,23389.0,4.0,41.0,41.0,0.942,0.942,0.0,0.942,0.05800000000000005
15.0,24991.0,4.0,45.0,45.0,0.815,0.815,0.0,0.815,0.18500000000000005
15.0,30365.0,4.0,37.0,37.0,0.876,0.876,0.0,0.876,0.124
15.0,32659.0,4.0,43.0,43.0,0.938,0.938,0.0,0.938,0.062000000000000055
15.0,24887.0,4.0,38.0,38.0,0.911,0.911,0.0,0.911,0.08899999999999997
15.0,27859.0,4.0,55.0,55.0,0.839,0.839,0.0,0.839,0.16100000000000003
16.0,41857.0,4.0,37.0,37.0,0.922,0.922,0.0,0.922,0.07799999999999996
16.0,64259.0,4.0,50.0,50.0,0.838,0.838,0.0,0.838,0.16200000000000003
16.0,58159.0,4.0,72.0,72.0,0.547,0.547,0.0,0.547,0.45299999999999996
