Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.981,0.981,0.0,0.981,0.019000000000000017
8.0,221.0,3.0,50.0,50.0,0.964,0.964,0.0,0.964,0.03600000000000003
8.0,221.0,3.0,86.0,86.0,0.74,0.74,0.0,0.74,0.26
8.0,253.0,3.0,60.0,60.0,0.984,0.984,0.0,0.984,0.016000000000000014
8.0,201.0,3.0,49.0,49.0,0.949,0.949,0.0,0.949,0.051000000000000045
8.0,209.0,3.0,90.0,90.0,0.712,0.712,0.0,0.712,0.28800000000000003
8.0,187.0,3.0,18.0,18.0,0.973,0.973,0.0,0.973,0.027000000000000024
8.0,187.0,3.0,42.0,42.0,0.969,0.969,0.0,0.969,0.031000000000000028
8.0,205.0,3.0,108.0,105.0,0.652,0.205,0.205,0.857,0.14300000000000002
8.0,215.0,3.0,70.0,70.0,0.858,0.858,0.0,0.858,0.14200000000000002
9.0,473.0,3.0,125.0,125.0,0.234,0.234,0.0,0.234,0.766
9.0,473.0,3.0,107.0,107.0,0.324,0.324,0.0,0.324,0.6759999999999999
9.0,437.0,3.0,102.0,102.0,0.847,0.847,0.0,0.847,0.15300000000000002
9.0,355.0,3.0,70.0,70.0,0.557,0.557,0.0,0.557,0.44299999999999995
9.0,407.0,3.0,81.0,81.0,0.712,0.712,0.0,0.712,0.28800000000000003
9.0,355.0,3.0,70.0,70.0,0.975,0.975,0.0,0.975,0.025000000000000022
9.0,415.0,3.0,70.0,70.0,0.647,0.647,0.0,0.647,0.353
9.0,415.0,3.0,25.0,25.0,0.98,0.98,0.0,0.98,0.020000000000000018
9.0,473.0,3.0,107.0,107.0,0.376,0.376,0.0,0.376,0.624
9.0,481.0,3.0,39.0,39.0,0.957,0.957,0.0,0.957,0.04300000000000004
10.0,1003.0,3.0,43.0,43.0,0.953,0.953,0.0,0.953,0.04700000000000004
10.0,869.0,3.0,69.0,69.0,0.745,0.745,0.0,0.745,0.255
10.0,905.0,3.0,60.0,60.0,0.967,0.967,0.0,0.967,0.03300000000000003
10.0,917.0,3.0,60.0,60.0,0.956,0.956,0.0,0.956,0.04400000000000004
10.0,655.0,3.0,130.0,130.0,0.892,0.892,0.0,0.892,0.10799999999999998
10.0,893.0,3.0,73.0,73.0,0.921,0.921,0.0,0.921,0.07899999999999996
10.0,959.0,3.0,66.0,66.0,0.782,0.782,0.0,0.782,0.21799999999999997
10.0,831.0,3.0,69.0,69.0,0.642,0.642,0.0,0.642,0.358
10.0,755.0,3.0,102.0,99.0,0.476,0.501,0.501,0.977,0.02300000000000002
10.0,781.0,3.0,45.0,45.0,0.962,0.962,0.0,0.962,0.038000000000000034
11.0,1713.0,3.0,90.0,90.0,0.879,0.879,0.0,0.879,0.121
11.0,1843.0,3.0,99.0,99.0,0.83,0.83,0.0,0.83,0.17000000000000004
11.0,1865.0,3.0,33.0,33.0,0.972,0.972,0.0,0.972,0.028000000000000025
11.0,1967.0,3.0,153.0,111.0,0.196,0.628,0.628,0.8240000000000001,0.17599999999999993
11.0,1633.0,3.0,105.0,105.0,0.718,0.718,0.0,0.718,0.28200000000000003
11.0,1703.0,3.0,105.0,105.0,0.837,0.837,0.0,0.837,0.16300000000000003
11.0,1821.0,3.0,118.0,118.0,0.787,0.787,0.0,0.787,0.21299999999999997
11.0,1927.0,3.0,79.0,79.0,0.956,0.956,0.0,0.956,0.04400000000000004
11.0,1507.0,3.0,53.0,53.0,0.932,0.932,0.0,0.932,0.06799999999999995
11.0,1441.0,3.0,43.0,43.0,0.941,0.941,0.0,0.941,0.05900000000000005
12.0,3901.0,3.0,45.0,45.0,0.966,0.966,0.0,0.966,0.03400000000000003
12.0,3397.0,3.0,94.0,94.0,0.913,0.913,0.0,0.913,0.08699999999999997
12.0,2855.0,3.0,138.0,138.0,0.229,0.229,0.0,0.229,0.771
12.0,2831.0,3.0,73.0,73.0,0.943,0.943,0.0,0.943,0.05700000000000005
12.0,2893.0,3.0,69.0,69.0,0.921,0.921,0.0,0.921,0.07899999999999996
12.0,2605.0,3.0,50.0,50.0,0.978,0.978,0.0,0.978,0.02200000000000002
12.0,3047.0,3.0,109.0,109.0,0.601,0.601,0.0,0.601,0.399
12.0,3707.0,3.0,121.0,121.0,0.913,0.913,0.0,0.913,0.08699999999999997
12.0,2981.0,3.0,71.0,71.0,0.935,0.935,0.0,0.935,0.06499999999999995
12.0,3149.0,3.0,125.0,121.0,0.381,0.593,0.593,0.974,0.026000000000000023
13.0,6463.0,3.0,45.0,45.0,0.98,0.98,0.0,0.98,0.020000000000000018
13.0,7729.0,3.0,99.0,99.0,0.931,0.931,0.0,0.931,0.06899999999999995
13.0,7217.0,3.0,54.0,54.0,0.939,0.939,0.0,0.939,0.061000000000000054
13.0,7241.0,3.0,94.0,94.0,0.606,0.606,0.0,0.606,0.394
13.0,6281.0,3.0,142.0,142.0,0.324,0.324,0.0,0.324,0.6759999999999999
13.0,5755.0,3.0,63.0,63.0,0.705,0.705,0.0,0.705,0.29500000000000004
13.0,5165.0,3.0,68.0,68.0,0.971,0.971,0.0,0.971,0.029000000000000026
13.0,5699.0,3.0,89.0,89.0,0.924,0.924,0.0,0.924,0.07599999999999996
13.0,7355.0,3.0,90.0,90.0,0.913,0.913,0.0,0.913,0.08699999999999997
13.0,4883.0,3.0,74.0,74.0,0.926,0.926,0.0,0.926,0.07399999999999995
14.0,13403.0,4.0,54.0,54.0,0.742,0.742,0.0,0.742,0.258
14.0,15577.0,4.0,36.0,36.0,0.957,0.957,0.0,0.957,0.04300000000000004
14.0,13439.0,4.0,34.0,34.0,0.883,0.883,0.0,0.883,0.11699999999999999
14.0,15163.0,4.0,47.0,47.0,0.845,0.845,0.0,0.845,0.15500000000000003
