Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.923,0.923,0.0,0.923,0.07699999999999996
8.0,221.0,3.0,50.0,50.0,0.842,0.842,0.0,0.842,0.15800000000000003
8.0,221.0,3.0,86.0,86.0,0.636,0.636,0.0,0.636,0.364
8.0,253.0,3.0,45.0,45.0,0.829,0.829,0.0,0.829,0.17100000000000004
8.0,201.0,3.0,76.0,76.0,0.749,0.749,0.0,0.749,0.251
8.0,209.0,3.0,42.0,42.0,0.812,0.812,0.0,0.812,0.18799999999999994
8.0,187.0,3.0,18.0,18.0,0.877,0.877,0.0,0.877,0.123
8.0,187.0,3.0,42.0,42.0,0.66,0.66,0.0,0.66,0.33999999999999997
8.0,205.0,3.0,108.0,105.0,0.553,0.212,0.212,0.765,0.235
8.0,215.0,3.0,70.0,70.0,0.628,0.628,0.0,0.628,0.372
9.0,473.0,3.0,125.0,125.0,0.25,0.25,0.0,0.25,0.75
9.0,473.0,3.0,125.0,125.0,0.234,0.234,0.0,0.234,0.766
9.0,437.0,3.0,69.0,69.0,0.493,0.493,0.0,0.493,0.507
9.0,355.0,3.0,117.0,117.0,0.312,0.312,0.0,0.312,0.688
9.0,407.0,3.0,36.0,36.0,0.959,0.959,0.0,0.959,0.041000000000000036
9.0,355.0,3.0,117.0,117.0,0.327,0.327,0.0,0.327,0.673
9.0,415.0,3.0,25.0,25.0,0.883,0.883,0.0,0.883,0.11699999999999999
9.0,415.0,3.0,25.0,25.0,0.866,0.866,0.0,0.866,0.134
9.0,473.0,3.0,122.0,122.0,0.414,0.414,0.0,0.414,0.5860000000000001
9.0,481.0,3.0,39.0,39.0,0.875,0.875,0.0,0.875,0.125
10.0,1003.0,3.0,70.0,70.0,0.861,0.861,0.0,0.861,0.139
10.0,869.0,3.0,69.0,69.0,0.692,0.692,0.0,0.692,0.30800000000000005
10.0,905.0,3.0,60.0,60.0,0.907,0.907,0.0,0.907,0.09299999999999997
10.0,917.0,3.0,69.0,69.0,0.807,0.807,0.0,0.807,0.19299999999999995
10.0,655.0,3.0,130.0,130.0,0.963,0.963,0.0,0.963,0.03700000000000003
10.0,893.0,3.0,73.0,73.0,0.761,0.761,0.0,0.761,0.239
10.0,959.0,3.0,41.0,41.0,0.798,0.798,0.0,0.798,0.20199999999999996
10.0,831.0,3.0,33.0,33.0,0.943,0.943,0.0,0.943,0.05700000000000005
10.0,755.0,3.0,78.0,78.0,0.898,0.898,0.0,0.898,0.10199999999999998
10.0,781.0,3.0,33.0,33.0,0.915,0.915,0.0,0.915,0.08499999999999996
11.0,1713.0,3.0,90.0,90.0,0.647,0.647,0.0,0.647,0.353
11.0,1843.0,3.0,108.0,108.0,0.668,0.668,0.0,0.668,0.33199999999999996
11.0,1865.0,3.0,81.0,81.0,0.407,0.407,0.0,0.407,0.593
11.0,1967.0,3.0,153.0,111.0,0.292,0.352,0.352,0.6439999999999999,0.3560000000000001
11.0,1633.0,3.0,105.0,105.0,0.641,0.641,0.0,0.641,0.359
11.0,1703.0,3.0,103.0,103.0,0.738,0.738,0.0,0.738,0.262
11.0,1821.0,3.0,50.0,50.0,0.936,0.936,0.0,0.936,0.06399999999999995
11.0,1927.0,3.0,79.0,79.0,0.63,0.63,0.0,0.63,0.37
11.0,1507.0,3.0,53.0,53.0,0.915,0.915,0.0,0.915,0.08499999999999996
11.0,1441.0,3.0,34.0,34.0,0.888,0.888,0.0,0.888,0.11199999999999999
12.0,3901.0,3.0,41.0,41.0,0.797,0.797,0.0,0.797,0.20299999999999996
12.0,3397.0,3.0,67.0,67.0,0.949,0.949,0.0,0.949,0.051000000000000045
12.0,2855.0,3.0,98.0,98.0,0.552,0.552,0.0,0.552,0.44799999999999995
12.0,2831.0,3.0,73.0,73.0,0.812,0.812,0.0,0.812,0.18799999999999994
12.0,2893.0,3.0,78.0,78.0,0.557,0.557,0.0,0.557,0.44299999999999995
12.0,2605.0,3.0,57.0,57.0,0.84,0.84,0.0,0.84,0.16000000000000003
12.0,3047.0,3.0,46.0,46.0,0.868,0.868,0.0,0.868,0.132
12.0,3707.0,3.0,116.0,116.0,0.228,0.228,0.0,0.228,0.772
12.0,2981.0,3.0,47.0,47.0,0.952,0.952,0.0,0.952,0.04800000000000004
12.0,3149.0,3.0,117.0,117.0,0.201,0.201,0.0,0.201,0.7989999999999999
13.0,6463.0,3.0,45.0,45.0,0.954,0.954,0.0,0.954,0.04600000000000004
13.0,7729.0,3.0,99.0,99.0,0.947,0.947,0.0,0.947,0.05300000000000005
13.0,7217.0,3.0,54.0,54.0,0.56,0.56,0.0,0.56,0.43999999999999995
13.0,7241.0,3.0,94.0,94.0,0.678,0.678,0.0,0.678,0.32199999999999995
13.0,6281.0,3.0,142.0,142.0,0.257,0.257,0.0,0.257,0.743
13.0,5755.0,3.0,57.0,57.0,0.847,0.847,0.0,0.847,0.15300000000000002
13.0,5165.0,3.0,68.0,68.0,0.952,0.952,0.0,0.952,0.04800000000000004
13.0,5699.0,3.0,170.0,166.0,0.296,0.6709999999999999,0.6709999999999999,0.9669999999999999,0.03300000000000014
13.0,7355.0,3.0,106.0,106.0,0.513,0.513,0.0,0.513,0.487
13.0,4883.0,3.0,74.0,74.0,0.76,0.76,0.0,0.76,0.24
14.0,13403.0,4.0,54.0,54.0,0.468,0.468,0.0,0.468,0.532
14.0,15577.0,4.0,62.0,62.0,0.261,0.261,0.0,0.261,0.739
14.0,13439.0,4.0,50.0,50.0,0.241,0.241,0.0,0.241,0.759
14.0,15163.0,4.0,47.0,47.0,0.663,0.663,0.0,0.663,0.33699999999999997
14.0,13849.0,4.0,70.0,70.0,0.083,0.083,0.0,0.083,0.917
14.0,14257.0,4.0,50.0,50.0,0.632,0.632,0.0,0.632,0.368
14.0,15409.0,4.0,45.0,45.0,0.564,0.564,0.0,0.564,0.43600000000000005
14.0,13271.0,4.0,34.0,34.0,0.782,0.782,0.0,0.782,0.21799999999999997
14.0,12361.0,4.0,56.0,56.0,0.577,0.577,0.0,0.577,0.42300000000000004
14.0,13057.0,4.0,41.0,41.0,0.685,0.685,0.0,0.685,0.31499999999999995
15.0,23713.0,4.0,69.0,65.0,0.603,0.206,0.206,0.8089999999999999,0.19100000000000006
15.0,30361.0,4.0,35.0,35.0,0.846,0.846,0.0,0.846,0.15400000000000003
15.0,30901.0,4.0,22.0,22.0,0.86,0.86,0.0,0.86,0.14
15.0,30749.0,4.0,46.0,46.0,0.436,0.436,0.0,0.436,0.5640000000000001
15.0,23389.0,4.0,41.0,41.0,0.781,0.781,0.0,0.781,0.21899999999999997
15.0,24991.0,4.0,45.0,45.0,0.604,0.604,0.0,0.604,0.396
15.0,30365.0,4.0,58.0,58.0,0.398,0.398,0.0,0.398,0.602
15.0,32659.0,4.0,43.0,43.0,0.401,0.401,0.0,0.401,0.599
15.0,24887.0,4.0,38.0,38.0,0.756,0.756,0.0,0.756,0.244
15.0,27859.0,4.0,26.0,26.0,0.776,0.776,0.0,0.776,0.22399999999999998
16.0,41857.0,4.0,46.0,46.0,0.819,0.819,0.0,0.819,0.18100000000000005
16.0,64259.0,4.0,74.0,74.0,0.323,0.323,0.0,0.323,0.677
16.0,58159.0,4.0,70.0,66.0,0.366,0.257,0.257,0.623,0.377
16.0,55613.0,4.0,65.0,65.0,0.379,0.379,0.0,0.379,0.621
16.0,60349.0,4.0,85.0,78.0,0.425,0.127,0.178,0.603,0.397
16.0,63461.0,4.0,52.0,52.0,0.625,0.625,0.0,0.625,0.375
16.0,57857.0,4.0,81.0,67.0,0.38,0.364,0.364,0.744,0.256
16.0,43489.0,4.0,98.0,84.0,0.125,0.167,0.728,0.853,0.14700000000000002
16.0,39257.0,4.0,40.0,40.0,0.401,0.401,0.0,0.401,0.599
16.0,62261.0,4.0,85.0,85.0,0.585,0.585,0.0,0.585,0.41500000000000004
17.0,115519.0,4.0,47.0,47.0,0.625,0.625,0.0,0.625,0.375
17.0,128839.0,4.0,26.0,26.0,0.584,0.584,0.0,0.584,0.41600000000000004
17.0,125323.0,4.0,49.0,49.0,0.484,0.484,0.0,0.484,0.516
17.0,97957.0,4.0,42.0,42.0,0.779,0.779,0.0,0.779,0.22099999999999997
17.0,82807.0,4.0,39.0,39.0,0.41,0.41,0.0,0.41,0.5900000000000001
17.0,128963.0,4.0,55.0,55.0,0.758,0.758,0.0,0.758,0.242
17.0,109009.0,4.0,92.0,85.0,0.474,0.178,0.178,0.6519999999999999,0.3480000000000001
17.0,110053.0,4.0,43.0,43.0,0.853,0.853,0.0,0.853,0.14700000000000002
17.0,128641.0,4.0,47.0,47.0,0.85,0.85,0.0,0.85,0.15000000000000002
17.0,107297.0,4.0,63.0,63.0,0.42,0.42,0.0,0.42,0.5800000000000001
18.0,178331.0,4.0,79.0,79.0,0.209,0.209,0.0,0.209,0.791
18.0,186497.0,4.0,87.0,87.0,0.117,0.117,0.0,0.117,0.883
18.0,258547.0,4.0,72.0,72.0,0.568,0.568,0.0,0.568,0.43200000000000005
18.0,246823.0,4.0,70.0,70.0,0.614,0.614,0.0,0.614,0.386
18.0,174373.0,4.0,66.0,66.0,0.283,0.283,0.0,0.283,0.7170000000000001
18.0,166211.0,4.0,49.0,49.0,0.565,0.565,0.0,0.565,0.43500000000000005
18.0,242587.0,4.0,86.0,79.0,0.143,0.192,0.192,0.33499999999999996,0.665
18.0,166241.0,4.0,74.0,63.0,0.408,0.332,0.332,0.74,0.26
18.0,159517.0,4.0,61.0,61.0,0.787,0.787,0.0,0.787,0.21299999999999997
18.0,214957.0,4.0,66.0,66.0,0.867,0.867,0.0,0.867,0.133
19.0,515303.0,4.0,62.0,62.0,0.607,0.607,0.0,0.607,0.393
19.0,440861.0,4.0,65.0,65.0,0.646,0.646,0.0,0.646,0.354
19.0,483919.0,4.0,73.0,73.0,0.169,0.169,0.0,0.169,0.831
19.0,406639.0,4.0,86.0,70.0,0.272,0.331,0.536,0.808,0.19199999999999995
19.0,297763.0,4.0,74.0,73.0,0.613,0.258,0.258,0.871,0.129
19.0,441809.0,4.0,74.0,74.0,0.862,0.862,0.0,0.862,0.138
19.0,391271.0,4.0,49.0,49.0,0.624,0.624,0.0,0.624,0.376
19.0,382817.0,4.0,54.0,54.0,0.911,0.911,0.0,0.911,0.08899999999999997
19.0,421543.0,4.0,73.0,73.0,0.752,0.752,0.0,0.752,0.248
19.0,444679.0,4.0,77.0,77.0,0.243,0.243,0.0,0.243,0.757
20.0,927053.0,5.0,58.0,52.0,0.588,0.159,0.159,0.747,0.253
20.0,998923.0,5.0,57.0,57.0,0.682,0.682,0.0,0.682,0.31799999999999995
20.0,951931.0,5.0,57.0,57.0,0.27,0.27,0.0,0.27,0.73
20.0,884911.0,5.0,58.0,58.0,0.214,0.214,0.0,0.214,0.786
20.0,687059.0,5.0,48.0,48.0,0.638,0.638,0.0,0.638,0.362
20.0,926267.0,5.0,50.0,50.0,0.461,0.461,0.0,0.461,0.5389999999999999
20.0,827257.0,5.0,50.0,50.0,0.241,0.241,0.0,0.241,0.759
20.0,755323.0,5.0,62.0,62.0,0.522,0.522,0.0,0.522,0.478
20.0,1006001.0,5.0,57.0,57.0,0.465,0.465,0.0,0.465,0.5349999999999999
20.0,770689.0,5.0,71.0,71.0,0.432,0.432,0.0,0.432,0.5680000000000001
21.0,1763599.0,5.0,59.0,59.0,0.239,0.239,0.0,0.239,0.761
21.0,1350241.0,5.0,51.0,51.0,0.83,0.83,0.0,0.83,0.17000000000000004
21.0,1712699.0,5.0,44.0,44.0,0.381,0.381,0.0,0.381,0.619
21.0,1721303.0,5.0,66.0,66.0,0.222,0.222,0.0,0.222,0.778
21.0,1658563.0,5.0,58.0,58.0,0.501,0.501,0.0,0.501,0.499
21.0,1374799.0,5.0,55.0,55.0,0.63,0.63,0.0,0.63,0.37
21.0,1991629.0,5.0,74.0,64.0,0.305,0.463,0.463,0.768,0.23199999999999998
21.0,1726559.0,5.0,43.0,43.0,0.263,0.263,0.0,0.263,0.737
21.0,1599641.0,5.0,55.0,55.0,0.534,0.534,0.0,0.534,0.46599999999999997
21.0,1518371.0,5.0,39.0,39.0,0.412,0.412,0.0,0.412,0.5880000000000001
22.0,3354487.0,5.0,62.0,62.0,0.354,0.354,0.0,0.354,0.646
22.0,2596801.0,5.0,87.0,87.0,0.8579999999999999,0.8579999999999999,0.0,0.8579999999999999,0.14200000000000013
22.0,2883407.0,5.0,47.0,47.0,0.331,0.331,0.0,0.331,0.669
22.0,3395731.0,5.0,47.0,47.0,0.559,0.559,0.0,0.559,0.44099999999999995
22.0,3925963.0,5.0,75.0,75.0,0.617,0.617,0.0,0.617,0.383
22.0,2731451.0,5.0,47.0,47.0,0.321,0.321,0.0,0.321,0.679
22.0,3106907.0,5.0,57.0,57.0,0.398,0.398,0.0,0.398,0.602
22.0,3176123.0,5.0,71.0,71.0,0.123,0.123,0.0,0.123,0.877
22.0,2667671.0,5.0,50.0,50.0,0.681,0.681,0.0,0.681,0.31899999999999995
22.0,3234899.0,5.0,43.0,43.0,0.336,0.336,0.0,0.336,0.6639999999999999
23.0,6893287.0,5.0,61.0,61.0,0.495,0.495,0.0,0.495,0.505
23.0,8126809.0,5.0,65.0,65.0,0.179,0.179,0.0,0.179,0.821
23.0,5643343.0,5.0,57.0,57.0,0.643,0.643,0.0,0.643,0.357
23.0,5284519.0,5.0,66.0,62.0,0.311,0.409,0.409,0.72,0.28
23.0,7125233.0,5.0,46.0,46.0,0.803,0.803,0.0,0.803,0.19699999999999995
23.0,5626331.0,5.0,42.0,42.0,0.847,0.847,0.0,0.847,0.15300000000000002
23.0,5572213.0,5.0,67.0,67.0,0.373,0.373,0.0,0.373,0.627
23.0,6245461.0,5.0,87.0,87.0,0.166,0.166,0.0,0.166,0.834
23.0,7436563.0,5.0,79.0,79.0,0.443,0.443,0.0,0.443,0.5569999999999999
23.0,6807041.0,5.0,55.0,55.0,0.478,0.478,0.0,0.478,0.522
24.0,16027087.0,5.0,84.0,84.0,0.323,0.323,0.0,0.323,0.677
24.0,15007451.0,5.0,45.0,45.0,0.535,0.535,0.0,0.535,0.46499999999999997
24.0,11831819.0,5.0,69.0,58.0,0.249,0.215,0.296,0.5449999999999999,0.45500000000000007
24.0,16669699.0,5.0,71.0,70.0,0.139,0.285,0.285,0.424,0.5760000000000001
24.0,16136767.0,5.0,83.0,83.0,0.784,0.784,0.0,0.784,0.21599999999999997
24.0,14644901.0,5.0,49.0,49.0,0.767,0.767,0.0,0.767,0.23299999999999998
24.0,15705763.0,5.0,60.0,58.0,0.535,0.129,0.129,0.664,0.33599999999999997
24.0,13505249.0,5.0,58.0,58.0,0.746,0.746,0.0,0.746,0.254
24.0,16682489.0,5.0,51.0,51.0,0.303,0.303,0.0,0.303,0.6970000000000001
24.0,10954661.0,5.0,87.0,87.0,0.528,0.528,0.0,0.528,0.472
25.0,18574579.0,5.0,74.0,74.0,0.9149999999999999,0.9149999999999999,0.0,0.9149999999999999,0.08500000000000008
25.0,30109217.0,5.0,56.0,56.0,0.794,0.794,0.0,0.794,0.20599999999999996
25.0,31245563.0,5.0,83.0,83.0,0.587,0.587,0.0,0.587,0.41300000000000003
25.0,27474071.0,5.0,67.0,67.0,0.265,0.265,0.0,0.265,0.735
25.0,32686361.0,5.0,77.0,77.0,0.476,0.476,0.0,0.476,0.524
25.0,29773291.0,5.0,69.0,69.0,0.16,0.16,0.0,0.16,0.84
25.0,28140617.0,5.0,34.0,34.0,0.68,0.68,0.0,0.68,0.31999999999999995
25.0,32889691.0,5.0,70.0,68.0,0.633,0.259,0.259,0.892,0.10799999999999998
25.0,29108797.0,5.0,97.0,97.0,0.137,0.137,0.0,0.137,0.863
25.0,21470573.0,5.0,62.0,62.0,0.494,0.494,0.0,0.494,0.506
