Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
9.0,407.0,3.0,237.0,237.0,0.926,0.926,0.0,0.926,0.07399999999999995
9.0,511.0,3.0,450.0,450.0,0.554,0.554,0.0,0.554,0.44599999999999995
9.0,451.0,3.0,619.0,588.0,0.404,0.386,0.386,0.79,0.20999999999999996
9.0,469.0,3.0,105.0,105.0,0.884,0.884,0.0,0.884,0.11599999999999999
9.0,437.0,3.0,131.0,131.0,0.801,0.801,0.0,0.801,0.19899999999999995
9.0,355.0,3.0,213.0,213.0,0.965,0.965,0.0,0.965,0.03500000000000003
9.0,355.0,3.0,213.0,213.0,0.791,0.791,0.0,0.791,0.20899999999999996
9.0,501.0,3.0,466.0,466.0,0.601,0.601,0.0,0.601,0.399
9.0,473.0,3.0,278.0,278.0,0.856,0.856,0.0,0.856,0.14400000000000002
9.0,473.0,3.0,278.0,278.0,0.84,0.84,0.0,0.84,0.16000000000000003
9.0,493.0,3.0,345.0,345.0,0.638,0.638,0.0,0.638,0.362
9.0,415.0,3.0,181.0,181.0,0.65,0.65,0.0,0.65,0.35
9.0,451.0,3.0,381.0,381.0,0.723,0.723,0.0,0.723,0.277
9.0,411.0,3.0,231.0,231.0,0.757,0.757,0.0,0.757,0.243
9.0,355.0,3.0,213.0,213.0,0.754,0.754,0.0,0.754,0.246
9.0,489.0,3.0,506.0,361.0,0.264,0.607,0.607,0.871,0.129
9.0,473.0,3.0,445.0,445.0,0.88,0.88,0.0,0.88,0.12
9.0,493.0,3.0,285.0,285.0,0.54,0.54,0.0,0.54,0.45999999999999996
9.0,453.0,3.0,445.0,445.0,0.52,0.52,0.0,0.52,0.48
9.0,365.0,3.0,341.0,341.0,0.893,0.893,0.0,0.893,0.10699999999999998
10.0,1007.0,3.0,233.0,233.0,0.665,0.665,0.0,0.665,0.33499999999999996
10.0,815.0,3.0,466.0,375.0,0.362,0.528,0.528,0.89,0.10999999999999999
10.0,893.0,3.0,281.0,281.0,0.872,0.872,0.0,0.872,0.128
10.0,655.0,3.0,200.0,200.0,0.78,0.78,0.0,0.78,0.21999999999999997
10.0,755.0,3.0,414.0,414.0,0.494,0.494,0.0,0.494,0.506
10.0,737.0,3.0,142.0,142.0,0.834,0.834,0.0,0.834,0.16600000000000004
10.0,933.0,3.0,78.0,78.0,0.885,0.885,0.0,0.885,0.11499999999999999
10.0,895.0,3.0,213.0,213.0,0.893,0.893,0.0,0.893,0.10699999999999998
10.0,655.0,3.0,358.0,358.0,0.72,0.72,0.0,0.72,0.28
10.0,943.0,3.0,289.0,289.0,0.542,0.542,0.0,0.542,0.45799999999999996
10.0,703.0,3.0,78.0,78.0,0.607,0.607,0.0,0.607,0.393
10.0,815.0,3.0,303.0,303.0,0.826,0.826,0.0,0.826,0.17400000000000004
10.0,835.0,3.0,343.0,343.0,0.866,0.866,0.0,0.866,0.134
10.0,799.0,3.0,110.0,110.0,0.931,0.931,0.0,0.931,0.06899999999999995
10.0,695.0,3.0,205.0,205.0,0.824,0.824,0.0,0.824,0.17600000000000005
10.0,895.0,3.0,357.0,357.0,0.479,0.479,0.0,0.479,0.521
10.0,785.0,3.0,286.0,286.0,0.706,0.706,0.0,0.706,0.29400000000000004
10.0,703.0,3.0,78.0,78.0,0.621,0.621,0.0,0.621,0.379
10.0,731.0,3.0,311.0,311.0,0.798,0.798,0.0,0.798,0.20199999999999996
10.0,905.0,3.0,218.0,218.0,0.731,0.731,0.0,0.731,0.269
11.0,2019.0,3.0,415.0,366.0,0.477,0.454,0.454,0.931,0.06899999999999995
11.0,1909.0,3.0,530.0,530.0,0.534,0.534,0.0,0.534,0.46599999999999997
11.0,1415.0,3.0,302.0,302.0,0.652,0.652,0.0,0.652,0.348
11.0,1315.0,3.0,278.0,278.0,0.921,0.921,0.0,0.921,0.07899999999999996
11.0,1565.0,3.0,315.0,315.0,0.95,0.95,0.0,0.95,0.050000000000000044
11.0,1349.0,3.0,62.0,62.0,0.868,0.868,0.0,0.868,0.132
11.0,1751.0,3.0,282.0,282.0,0.846,0.846,0.0,0.846,0.15400000000000003
11.0,1577.0,3.0,345.0,345.0,0.779,0.779,0.0,0.779,0.22099999999999997
11.0,1241.0,3.0,554.0,554.0,0.43,0.43,0.0,0.43,0.5700000000000001
11.0,1713.0,3.0,284.0,284.0,0.595,0.595,0.0,0.595,0.405
11.0,1703.0,3.0,405.0,394.0,0.369,0.494,0.494,0.863,0.137
11.0,1763.0,3.0,547.0,528.0,0.477,0.382,0.382,0.859,0.14100000000000001
11.0,1895.0,3.0,147.0,147.0,0.851,0.851,0.0,0.851,0.14900000000000002
11.0,1807.0,3.0,158.0,158.0,0.901,0.901,0.0,0.901,0.09899999999999998
11.0,1761.0,3.0,490.0,417.0,0.351,0.437,0.437,0.788,0.21199999999999997
11.0,1799.0,3.0,53.0,53.0,0.787,0.787,0.0,0.787,0.21299999999999997
11.0,1577.0,3.0,345.0,345.0,0.812,0.812,0.0,0.812,0.18799999999999994
11.0,1507.0,3.0,162.0,162.0,0.574,0.574,0.0,0.574,0.42600000000000005
11.0,1945.0,3.0,110.0,110.0,0.9,0.9,0.0,0.9,0.09999999999999998
11.0,1343.0,3.0,280.0,280.0,0.538,0.538,0.0,0.538,0.46199999999999997
12.0,2489.0,3.0,204.0,204.0,0.856,0.856,0.0,0.856,0.14400000000000002
12.0,2605.0,3.0,66.0,66.0,0.968,0.968,0.0,0.968,0.03200000000000003
12.0,3953.0,3.0,188.0,188.0,0.535,0.535,0.0,0.535,0.46499999999999997
12.0,2981.0,3.0,317.0,317.0,0.523,0.523,0.0,0.523,0.477
12.0,3679.0,3.0,354.0,354.0,0.804,0.804,0.0,0.804,0.19599999999999995
12.0,3287.0,3.0,310.0,310.0,0.546,0.546,0.0,0.546,0.45399999999999996
12.0,2869.0,3.0,293.0,293.0,0.621,0.621,0.0,0.621,0.379
12.0,4043.0,3.0,277.0,277.0,0.564,0.564,0.0,0.564,0.43600000000000005
12.0,3151.0,3.0,150.0,150.0,0.931,0.931,0.0,0.931,0.06899999999999995
12.0,3085.0,3.0,117.0,117.0,0.963,0.963,0.0,0.963,0.03700000000000003
12.0,3827.0,3.0,217.0,217.0,0.716,0.716,0.0,0.716,0.28400000000000003
12.0,3349.0,3.0,252.0,252.0,0.936,0.936,0.0,0.936,0.06399999999999995
12.0,3743.0,3.0,310.0,310.0,0.893,0.893,0.0,0.893,0.10699999999999998
12.0,3419.0,3.0,142.0,142.0,0.965,0.965,0.0,0.965,0.03500000000000003
12.0,3149.0,3.0,101.0,101.0,0.724,0.724,0.0,0.724,0.276
12.0,3431.0,3.0,244.0,244.0,0.549,0.549,0.0,0.549,0.45099999999999996
12.0,3629.0,3.0,282.0,282.0,0.443,0.443,0.0,0.443,0.5569999999999999
