Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.911,0.911,0.0,0.911,0.08899999999999997
8.0,221.0,3.0,65.0,65.0,0.698,0.698,0.0,0.698,0.30200000000000005
8.0,221.0,3.0,65.0,65.0,0.721,0.721,0.0,0.721,0.279
8.0,253.0,3.0,60.0,60.0,0.959,0.959,0.0,0.959,0.041000000000000036
8.0,201.0,3.0,49.0,49.0,0.939,0.939,0.0,0.939,0.061000000000000054
8.0,209.0,3.0,42.0,42.0,0.912,0.912,0.0,0.912,0.08799999999999997
8.0,187.0,3.0,42.0,42.0,0.917,0.917,0.0,0.917,0.08299999999999996
8.0,187.0,3.0,18.0,18.0,0.854,0.854,0.0,0.854,0.14600000000000002
8.0,205.0,3.0,108.0,105.0,0.513,0.318,0.318,0.831,0.16900000000000004
8.0,215.0,3.0,70.0,70.0,0.794,0.794,0.0,0.794,0.20599999999999996
9.0,473.0,3.0,107.0,107.0,0.475,0.475,0.0,0.475,0.525
9.0,473.0,3.0,125.0,125.0,0.386,0.386,0.0,0.386,0.614
9.0,437.0,3.0,69.0,69.0,0.161,0.161,0.0,0.161,0.839
9.0,355.0,3.0,70.0,70.0,0.95,0.95,0.0,0.95,0.050000000000000044
9.0,407.0,3.0,36.0,36.0,0.971,0.971,0.0,0.971,0.029000000000000026
9.0,355.0,3.0,70.0,70.0,0.943,0.943,0.0,0.943,0.05700000000000005
9.0,415.0,3.0,25.0,25.0,0.95,0.95,0.0,0.95,0.050000000000000044
9.0,415.0,3.0,25.0,25.0,0.95,0.95,0.0,0.95,0.050000000000000044
9.0,473.0,3.0,122.0,122.0,0.431,0.431,0.0,0.431,0.569
9.0,481.0,3.0,73.0,73.0,0.911,0.911,0.0,0.911,0.08899999999999997
10.0,1003.0,3.0,70.0,70.0,0.913,0.913,0.0,0.913,0.08699999999999997
10.0,869.0,3.0,69.0,69.0,0.662,0.662,0.0,0.662,0.33799999999999997
10.0,905.0,3.0,60.0,60.0,0.95,0.95,0.0,0.95,0.050000000000000044
10.0,917.0,3.0,106.0,106.0,0.627,0.627,0.0,0.627,0.373
10.0,655.0,3.0,130.0,130.0,0.877,0.877,0.0,0.877,0.123
10.0,893.0,3.0,73.0,73.0,0.927,0.927,0.0,0.927,0.07299999999999995
10.0,959.0,3.0,66.0,66.0,0.785,0.785,0.0,0.785,0.21499999999999997
10.0,831.0,3.0,24.0,24.0,0.93,0.93,0.0,0.93,0.06999999999999995
10.0,755.0,3.0,78.0,78.0,0.78,0.78,0.0,0.78,0.21999999999999997
10.0,781.0,3.0,54.0,54.0,0.929,0.929,0.0,0.929,0.07099999999999995
11.0,1713.0,3.0,152.0,141.0,0.171,0.466,0.466,0.637,0.363
11.0,1843.0,3.0,99.0,99.0,0.758,0.758,0.0,0.758,0.242
11.0,1865.0,3.0,36.0,36.0,0.937,0.937,0.0,0.937,0.06299999999999994
11.0,1967.0,3.0,134.0,111.0,0.14,0.301,0.301,0.441,0.5589999999999999
11.0,1633.0,3.0,82.0,82.0,0.941,0.941,0.0,0.941,0.05900000000000005
11.0,1703.0,3.0,103.0,103.0,0.862,0.862,0.0,0.862,0.138
11.0,1821.0,3.0,50.0,50.0,0.925,0.925,0.0,0.925,0.07499999999999996
