Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,86.0,86.0,0.228,0.228,0.0,0.228,0.772
8.0,221.0,3.0,86.0,86.0,0.719,0.719,0.0,0.719,0.281
8.0,221.0,3.0,50.0,50.0,0.955,0.955,0.0,0.955,0.04500000000000004
8.0,253.0,3.0,81.0,81.0,0.967,0.967,0.0,0.967,0.03300000000000003
8.0,201.0,3.0,76.0,76.0,0.782,0.782,0.0,0.782,0.21799999999999997
8.0,209.0,3.0,45.0,45.0,0.958,0.958,0.0,0.958,0.04200000000000004
8.0,187.0,3.0,18.0,18.0,0.966,0.966,0.0,0.966,0.03400000000000003
8.0,187.0,3.0,18.0,18.0,0.974,0.974,0.0,0.974,0.026000000000000023
8.0,205.0,3.0,142.0,115.0,0.162,0.81,0.81,0.9720000000000001,0.027999999999999914
8.0,215.0,3.0,70.0,70.0,0.84,0.84,0.0,0.84,0.16000000000000003
9.0,473.0,3.0,122.0,122.0,0.484,0.484,0.0,0.484,0.516
9.0,473.0,3.0,122.0,122.0,0.49,0.49,0.0,0.49,0.51
9.0,437.0,3.0,66.0,66.0,0.826,0.826,0.0,0.826,0.17400000000000004
9.0,355.0,3.0,70.0,70.0,0.963,0.963,0.0,0.963,0.03700000000000003
9.0,407.0,3.0,33.0,33.0,0.985,0.985,0.0,0.985,0.015000000000000013
9.0,355.0,3.0,117.0,117.0,0.187,0.187,0.0,0.187,0.813
9.0,415.0,3.0,25.0,25.0,0.964,0.964,0.0,0.964,0.03600000000000003
9.0,415.0,3.0,25.0,25.0,0.968,0.968,0.0,0.968,0.03200000000000003
9.0,473.0,3.0,122.0,122.0,0.514,0.514,0.0,0.514,0.486
9.0,481.0,3.0,39.0,39.0,0.856,0.856,0.0,0.856,0.14400000000000002
10.0,1003.0,3.0,70.0,70.0,0.929,0.929,0.0,0.929,0.07099999999999995
10.0,869.0,3.0,60.0,60.0,0.926,0.926,0.0,0.926,0.07399999999999995
10.0,905.0,3.0,60.0,60.0,0.954,0.954,0.0,0.954,0.04600000000000004
10.0,917.0,3.0,106.0,106.0,0.645,0.645,0.0,0.645,0.355
10.0,655.0,3.0,130.0,130.0,0.889,0.889,0.0,0.889,0.11099999999999999
10.0,893.0,3.0,73.0,73.0,0.955,0.955,0.0,0.955,0.04500000000000004
10.0,959.0,3.0,66.0,66.0,0.704,0.704,0.0,0.704,0.29600000000000004
10.0,831.0,3.0,69.0,69.0,0.508,0.508,0.0,0.508,0.492
10.0,755.0,3.0,78.0,78.0,0.885,0.885,0.0,0.885,0.11499999999999999
10.0,781.0,3.0,33.0,33.0,0.95,0.95,0.0,0.95,0.050000000000000044
11.0,1713.0,3.0,90.0,90.0,0.912,0.912,0.0,0.912,0.08799999999999997
11.0,1843.0,3.0,108.0,108.0,0.561,0.561,0.0,0.561,0.43899999999999995
11.0,1865.0,3.0,36.0,36.0,0.931,0.931,0.0,0.931,0.06899999999999995
11.0,1967.0,3.0,153.0,111.0,0.198,0.598,0.598,0.796,0.20399999999999996
11.0,1633.0,3.0,105.0,105.0,0.734,0.734,0.0,0.734,0.266
11.0,1703.0,3.0,103.0,103.0,0.872,0.872,0.0,0.872,0.128
11.0,1821.0,3.0,118.0,118.0,0.775,0.775,0.0,0.775,0.22499999999999998
11.0,1927.0,3.0,85.0,85.0,0.722,0.722,0.0,0.722,0.278
11.0,1507.0,3.0,62.0,62.0,0.957,0.957,0.0,0.957,0.04300000000000004
11.0,1441.0,3.0,34.0,34.0,0.945,0.945,0.0,0.945,0.05500000000000005
12.0,3901.0,3.0,45.0,45.0,0.957,0.957,0.0,0.957,0.04300000000000004
12.0,3397.0,3.0,67.0,67.0,0.938,0.938,0.0,0.938,0.062000000000000055
12.0,2855.0,3.0,98.0,98.0,0.531,0.531,0.0,0.531,0.469
12.0,2831.0,3.0,118.0,118.0,0.644,0.644,0.0,0.644,0.356
12.0,2893.0,3.0,69.0,69.0,0.911,0.911,0.0,0.911,0.08899999999999997
12.0,2605.0,3.0,57.0,57.0,0.911,0.911,0.0,0.911,0.08899999999999997
12.0,3047.0,3.0,109.0,109.0,0.551,0.551,0.0,0.551,0.44899999999999995
12.0,3707.0,3.0,111.0,111.0,0.705,0.705,0.0,0.705,0.29500000000000004
12.0,2981.0,3.0,71.0,71.0,0.943,0.943,0.0,0.943,0.05700000000000005
12.0,3149.0,3.0,117.0,117.0,0.342,0.342,0.0,0.342,0.6579999999999999
13.0,6463.0,3.0,82.0,82.0,0.595,0.595,0.0,0.595,0.405
13.0,7729.0,3.0,104.0,104.0,0.967,0.967,0.0,0.967,0.03300000000000003
13.0,7217.0,3.0,54.0,54.0,0.413,0.413,0.0,0.413,0.587
13.0,7241.0,3.0,113.0,105.0,0.315,0.609,0.609,0.9239999999999999,0.07600000000000007
13.0,6281.0,3.0,75.0,75.0,0.962,0.962,0.0,0.962,0.038000000000000034
13.0,5755.0,3.0,57.0,57.0,0.96,0.96,0.0,0.96,0.040000000000000036
13.0,5165.0,3.0,65.0,65.0,0.955,0.955,0.0,0.955,0.04500000000000004
13.0,5699.0,3.0,110.0,110.0,0.926,0.926,0.0,0.926,0.07399999999999995
13.0,7355.0,3.0,106.0,106.0,0.611,0.611,0.0,0.611,0.389
13.0,4883.0,3.0,74.0,74.0,0.904,0.904,0.0,0.904,0.09599999999999997
14.0,13403.0,4.0,54.0,54.0,0.611,0.611,0.0,0.611,0.389
14.0,15577.0,4.0,62.0,62.0,0.425,0.425,0.0,0.425,0.575
14.0,13439.0,4.0,34.0,34.0,0.928,0.928,0.0,0.928,0.07199999999999995
14.0,15163.0,4.0,47.0,47.0,0.791,0.791,0.0,0.791,0.20899999999999996
14.0,13849.0,4.0,70.0,70.0,0.254,0.254,0.0,0.254,0.746
14.0,14257.0,4.0,23.0,23.0,0.943,0.943,0.0,0.943,0.05700000000000005
14.0,15409.0,4.0,57.0,57.0,0.87,0.87,0.0,0.87,0.13
14.0,13271.0,4.0,56.0,49.0,0.238,0.607,0.607,0.845,0.15500000000000003
14.0,12361.0,4.0,29.0,29.0,0.965,0.965,0.0,0.965,0.03500000000000003
14.0,13057.0,4.0,59.0,59.0,0.855,0.855,0.0,0.855,0.14500000000000002
15.0,23713.0,4.0,74.0,74.0,0.902,0.902,0.0,0.902,0.09799999999999998
15.0,30361.0,4.0,58.0,58.0,0.647,0.647,0.0,0.647,0.353
15.0,30901.0,4.0,31.0,31.0,0.817,0.817,0.0,0.817,0.18300000000000005
15.0,30749.0,4.0,46.0,46.0,0.709,0.709,0.0,0.709,0.29100000000000004
