Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
150,1268771206145175299492684899681878877410684841,21,728,728,0.047343,0.047343,0.0,0.047343,0.952657
150,1403762530472620237905076428332939916844331359,21,310,297,0.055849,0.073042,0.118876,0.174725,0.825275
150,918882917500502786903408324526441238854631741,21,407,397,0.033289,0.024532,0.024532,0.057821,0.942179
150,1044411862674117053622929515451672202864979129,21,397,397,0.050875,0.050875,0.0,0.050875,0.949125
150,1199592981228806239321120961178599459097610483,21,601,601,0.009248,0.009248,0.0,0.009248,0.990752
150,912632394066698132144971044037258218777602291,21,384,384,0.074541,0.074541,0.0,0.074541,0.925459
150,1033085278351720441874660444922199074374033881,21,454,454,0.01711,0.01711,0.0,0.01711,0.98289
150,1039667922595230805682141254323399644574814367,21,704,702,0.061654,0.185738,0.185738,0.247392,0.7526079999999999
150,1076261801716221769627743498540654753005411033,21,605,584,0.0159,0.021149,0.20499,0.22089,0.77911
150,868981675879730421007669707059890716656754209,21,391,391,0.048139,0.048139,0.0,0.048139,0.951861
150,1198940008513470371886998720870433706529677289,21,318,309,0.031592,0.054284,0.225181,0.256773,0.7432270000000001
150,1001065868810988745766471076060380006588792189,21,391,391,0.039315,0.039315,0.0,0.039315,0.960685
150,1018523197675518130041140861676478171959383813,21,315,315,0.179274,0.179274,0.0,0.179274,0.8207260000000001
150,999406335763551690568793874408994581594369181,21,305,305,0.201413,0.201413,0.0,0.201413,0.7985869999999999
150,1386649915270975663546803936212330370020386207,21,333,333,0.040794,0.040794,0.0,0.040794,0.959206
150,1252835724482748605844023934169349660374906087,21,379,379,0.115729,0.115729,0.0,0.115729,0.884271
150,1420753685420564064872708676390123998125705549,21,349,349,0.120666,0.120666,0.0,0.120666,0.8793340000000001
150,1076920912535396901213842625717381087368331181,21,417,417,0.04124,0.04124,0.0,0.04124,0.9587600000000001
150,1124397583306701037985991208303905429810161357,21,352,352,0.063952,0.063952,0.0,0.063952,0.936048
150,1130353955473240791783568532060655958732460941,21,408,408,0.082197,0.082197,0.0,0.082197,0.917803
151,2363319035074246419340419055739401443130238059,21,544,505,0.0234,0.006254,0.21168299999999998,0.235083,0.7649170000000001
151,2471201957583473321167345886570639941825218311,21,396,396,0.027795,0.027795,0.0,0.027795,0.972205
151,2315715608364087921901708175621836301416617007,21,292,292,0.022476,0.022476,0.0,0.022476,0.977524
