Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,86.0,86.0,0.337,0.337,0.0,0.337,0.663
8.0,221.0,3.0,65.0,65.0,0.692,0.692,0.0,0.692,0.30800000000000005
8.0,221.0,3.0,50.0,50.0,0.993,0.993,0.0,0.993,0.007000000000000006
8.0,253.0,3.0,45.0,45.0,0.932,0.932,0.0,0.932,0.06799999999999995
8.0,201.0,3.0,49.0,49.0,0.968,0.968,0.0,0.968,0.03200000000000003
8.0,209.0,3.0,90.0,90.0,0.709,0.709,0.0,0.709,0.29100000000000004
8.0,187.0,3.0,18.0,18.0,0.938,0.938,0.0,0.938,0.062000000000000055
8.0,187.0,3.0,18.0,18.0,0.936,0.936,0.0,0.936,0.06399999999999995
8.0,205.0,3.0,108.0,105.0,0.662,0.218,0.218,0.88,0.12
8.0,215.0,3.0,70.0,70.0,0.889,0.889,0.0,0.889,0.11099999999999999
9.0,473.0,3.0,125.0,125.0,0.259,0.259,0.0,0.259,0.741
9.0,473.0,3.0,125.0,125.0,0.264,0.264,0.0,0.264,0.736
9.0,437.0,3.0,102.0,102.0,0.844,0.844,0.0,0.844,0.15600000000000003
9.0,355.0,3.0,117.0,117.0,0.366,0.366,0.0,0.366,0.634
9.0,407.0,3.0,36.0,36.0,0.986,0.986,0.0,0.986,0.014000000000000012
9.0,355.0,3.0,70.0,70.0,0.993,0.993,0.0,0.993,0.007000000000000006
9.0,415.0,3.0,25.0,25.0,0.994,0.994,0.0,0.994,0.006000000000000005
9.0,415.0,3.0,25.0,25.0,0.987,0.987,0.0,0.987,0.013000000000000012
9.0,473.0,3.0,125.0,125.0,0.271,0.271,0.0,0.271,0.729
9.0,481.0,3.0,39.0,39.0,0.935,0.935,0.0,0.935,0.06499999999999995
10.0,1003.0,3.0,43.0,43.0,0.973,0.973,0.0,0.973,0.027000000000000024
10.0,869.0,3.0,60.0,60.0,0.901,0.901,0.0,0.901,0.09899999999999998
10.0,905.0,3.0,60.0,60.0,0.985,0.985,0.0,0.985,0.015000000000000013
10.0,917.0,3.0,106.0,106.0,0.698,0.698,0.0,0.698,0.30200000000000005
10.0,655.0,3.0,125.0,94.0,0.219,0.321,0.321,0.54,0.45999999999999996
10.0,893.0,3.0,73.0,73.0,0.887,0.887,0.0,0.887,0.11299999999999999
10.0,959.0,3.0,41.0,41.0,0.939,0.939,0.0,0.939,0.061000000000000054
10.0,831.0,3.0,24.0,24.0,0.982,0.982,0.0,0.982,0.018000000000000016
10.0,755.0,3.0,78.0,78.0,0.958,0.958,0.0,0.958,0.04200000000000004
10.0,781.0,3.0,45.0,45.0,0.978,0.978,0.0,0.978,0.02200000000000002
11.0,1713.0,3.0,140.0,140.0,0.697,0.697,0.0,0.697,0.30300000000000005
11.0,1843.0,3.0,78.0,78.0,0.946,0.946,0.0,0.946,0.05400000000000005
11.0,1865.0,3.0,81.0,81.0,0.715,0.715,0.0,0.715,0.28500000000000003
11.0,1967.0,3.0,126.0,126.0,0.933,0.933,0.0,0.933,0.06699999999999995
11.0,1633.0,3.0,73.0,73.0,0.864,0.864,0.0,0.864,0.136
11.0,1703.0,3.0,105.0,105.0,0.606,0.606,0.0,0.606,0.394
11.0,1821.0,3.0,50.0,50.0,0.994,0.994,0.0,0.994,0.006000000000000005
11.0,1927.0,3.0,85.0,85.0,0.689,0.689,0.0,0.689,0.31100000000000005
11.0,1507.0,3.0,53.0,53.0,0.956,0.956,0.0,0.956,0.04400000000000004
11.0,1441.0,3.0,34.0,34.0,0.958,0.958,0.0,0.958,0.04200000000000004
12.0,3901.0,3.0,53.0,53.0,0.91,0.91,0.0,0.91,0.08999999999999997
12.0,3397.0,3.0,67.0,67.0,0.969,0.969,0.0,0.969,0.031000000000000028
12.0,2855.0,3.0,98.0,98.0,0.659,0.659,0.0,0.659,0.34099999999999997
12.0,2831.0,3.0,73.0,73.0,0.94,0.94,0.0,0.94,0.06000000000000005
12.0,2893.0,3.0,78.0,78.0,0.787,0.787,0.0,0.787,0.21299999999999997
12.0,2605.0,3.0,50.0,50.0,0.913,0.913,0.0,0.913,0.08699999999999997
12.0,3047.0,3.0,46.0,46.0,0.965,0.965,0.0,0.965,0.03500000000000003
12.0,3707.0,3.0,121.0,121.0,0.923,0.923,0.0,0.923,0.07699999999999996
12.0,2981.0,3.0,71.0,71.0,0.944,0.944,0.0,0.944,0.05600000000000005
12.0,3149.0,3.0,125.0,121.0,0.348,0.621,0.621,0.969,0.031000000000000028
13.0,6463.0,3.0,73.0,73.0,0.741,0.741,0.0,0.741,0.259
