Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.719,0.719,0.0,0.719,0.281
8.0,221.0,3.0,65.0,65.0,0.311,0.311,0.0,0.311,0.6890000000000001
8.0,221.0,3.0,50.0,50.0,0.461,0.461,0.0,0.461,0.5389999999999999
8.0,253.0,3.0,45.0,45.0,0.565,0.565,0.0,0.565,0.43500000000000005
8.0,201.0,3.0,61.0,61.0,0.547,0.547,0.0,0.547,0.45299999999999996
8.0,209.0,3.0,90.0,90.0,0.506,0.506,0.0,0.506,0.494
8.0,187.0,3.0,18.0,18.0,0.671,0.671,0.0,0.671,0.32899999999999996
8.0,187.0,3.0,42.0,42.0,0.375,0.375,0.0,0.375,0.625
8.0,205.0,3.0,142.0,115.0,0.266,0.448,0.448,0.714,0.28600000000000003
8.0,215.0,3.0,70.0,70.0,0.485,0.485,0.0,0.485,0.515
9.0,473.0,3.0,122.0,122.0,0.36,0.36,0.0,0.36,0.64
9.0,473.0,3.0,122.0,122.0,0.356,0.356,0.0,0.356,0.644
9.0,437.0,3.0,102.0,102.0,0.404,0.404,0.0,0.404,0.596
9.0,355.0,3.0,117.0,117.0,0.232,0.232,0.0,0.232,0.768
9.0,407.0,3.0,81.0,81.0,0.312,0.312,0.0,0.312,0.688
9.0,355.0,3.0,70.0,70.0,0.216,0.216,0.0,0.216,0.784
9.0,415.0,3.0,70.0,70.0,0.265,0.265,0.0,0.265,0.735
9.0,415.0,3.0,70.0,70.0,0.272,0.272,0.0,0.272,0.728
9.0,473.0,3.0,125.0,125.0,0.341,0.341,0.0,0.341,0.659
9.0,481.0,3.0,73.0,73.0,0.261,0.261,0.0,0.261,0.739
10.0,1003.0,3.0,70.0,70.0,0.543,0.543,0.0,0.543,0.45699999999999996
10.0,869.0,3.0,69.0,69.0,0.531,0.531,0.0,0.531,0.469
10.0,905.0,3.0,60.0,60.0,0.582,0.582,0.0,0.582,0.41800000000000004
