Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,65.0,65.0,0.933,0.933,0.0,0.933,0.06699999999999995
8.0,221.0,3.0,50.0,50.0,0.93,0.93,0.0,0.93,0.06999999999999995
8.0,221.0,3.0,86.0,86.0,0.654,0.654,0.0,0.654,0.346
8.0,253.0,3.0,45.0,45.0,0.837,0.837,0.0,0.837,0.16300000000000003
8.0,201.0,3.0,76.0,76.0,0.762,0.762,0.0,0.762,0.238
8.0,209.0,3.0,42.0,42.0,0.903,0.903,0.0,0.903,0.09699999999999998
8.0,187.0,3.0,18.0,18.0,0.835,0.835,0.0,0.835,0.16500000000000004
8.0,187.0,3.0,42.0,42.0,0.799,0.799,0.0,0.799,0.20099999999999996
8.0,205.0,3.0,108.0,105.0,0.569,0.189,0.189,0.758,0.242
8.0,215.0,3.0,70.0,70.0,0.812,0.812,0.0,0.812,0.18799999999999994
9.0,473.0,3.0,125.0,125.0,0.271,0.271,0.0,0.271,0.729
9.0,473.0,3.0,125.0,125.0,0.271,0.271,0.0,0.271,0.729
9.0,437.0,3.0,69.0,69.0,0.375,0.375,0.0,0.375,0.625
9.0,355.0,3.0,117.0,117.0,0.368,0.368,0.0,0.368,0.632
9.0,407.0,3.0,36.0,36.0,0.962,0.962,0.0,0.962,0.038000000000000034
9.0,355.0,3.0,117.0,117.0,0.336,0.336,0.0,0.336,0.6639999999999999
9.0,415.0,3.0,25.0,25.0,0.936,0.936,0.0,0.936,0.06399999999999995
9.0,415.0,3.0,25.0,25.0,0.93,0.93,0.0,0.93,0.06999999999999995
9.0,473.0,3.0,122.0,122.0,0.449,0.449,0.0,0.449,0.5509999999999999
9.0,481.0,3.0,39.0,39.0,0.865,0.865,0.0,0.865,0.135
10.0,1003.0,3.0,70.0,70.0,0.883,0.883,0.0,0.883,0.11699999999999999
10.0,869.0,3.0,69.0,69.0,0.661,0.661,0.0,0.661,0.33899999999999997
10.0,905.0,3.0,60.0,60.0,0.914,0.914,0.0,0.914,0.08599999999999997
