Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,110.0,110.0,0.845,0.845,0.0,0.845,0.15500000000000003
8.0,221.0,3.0,434.0,434.0,0.508,0.508,0.0,0.508,0.492
8.0,221.0,3.0,434.0,434.0,0.515,0.515,0.0,0.515,0.485
8.0,253.0,3.0,81.0,81.0,0.598,0.598,0.0,0.598,0.402
8.0,201.0,3.0,306.0,306.0,0.711,0.711,0.0,0.711,0.28900000000000003
8.0,209.0,3.0,505.0,505.0,0.67,0.67,0.0,0.67,0.32999999999999996
8.0,187.0,3.0,477.0,477.0,0.829,0.829,0.0,0.829,0.17100000000000004
8.0,187.0,3.0,625.0,625.0,0.643,0.643,0.0,0.643,0.357
8.0,205.0,3.0,173.0,173.0,0.887,0.887,0.0,0.887,0.11299999999999999
8.0,215.0,3.0,433.0,433.0,0.355,0.355,0.0,0.355,0.645
9.0,473.0,3.0,305.0,305.0,0.41,0.41,0.0,0.41,0.5900000000000001
9.0,473.0,3.0,445.0,445.0,0.834,0.834,0.0,0.834,0.16600000000000004
9.0,437.0,3.0,278.0,278.0,0.542,0.542,0.0,0.542,0.45799999999999996
9.0,355.0,3.0,213.0,213.0,0.839,0.839,0.0,0.839,0.16100000000000003
9.0,407.0,3.0,237.0,237.0,0.804,0.804,0.0,0.804,0.19599999999999995
9.0,355.0,3.0,213.0,213.0,0.656,0.656,0.0,0.656,0.344
9.0,415.0,3.0,316.0,316.0,0.509,0.509,0.0,0.509,0.491
9.0,415.0,3.0,181.0,181.0,0.49,0.49,0.0,0.49,0.51
9.0,473.0,3.0,445.0,445.0,0.832,0.832,0.0,0.832,0.16800000000000004
9.0,481.0,3.0,477.0,477.0,0.669,0.669,0.0,0.669,0.33099999999999996
10.0,1003.0,3.0,415.0,415.0,0.677,0.677,0.0,0.677,0.32299999999999995
10.0,869.0,3.0,197.0,197.0,0.779,0.779,0.0,0.779,0.22099999999999997
10.0,905.0,3.0,218.0,218.0,0.654,0.654,0.0,0.654,0.346
10.0,917.0,3.0,486.0,486.0,0.22,0.22,0.0,0.22,0.78
10.0,655.0,3.0,200.0,200.0,0.661,0.661,0.0,0.661,0.33899999999999997
10.0,893.0,3.0,281.0,281.0,0.897,0.897,0.0,0.897,0.10299999999999998
10.0,959.0,3.0,195.0,195.0,0.912,0.912,0.0,0.912,0.08799999999999997
10.0,831.0,3.0,222.0,222.0,0.793,0.793,0.0,0.793,0.20699999999999996
10.0,755.0,3.0,414.0,414.0,0.375,0.375,0.0,0.375,0.625
10.0,781.0,3.0,45.0,45.0,0.642,0.642,0.0,0.642,0.358
11.0,1713.0,3.0,284.0,284.0,0.582,0.582,0.0,0.582,0.41800000000000004
11.0,1843.0,3.0,396.0,396.0,0.29,0.29,0.0,0.29,0.71
11.0,1865.0,3.0,104.0,104.0,0.848,0.848,0.0,0.848,0.15200000000000002
11.0,1967.0,3.0,122.0,122.0,0.646,0.646,0.0,0.646,0.354
11.0,1633.0,3.0,345.0,345.0,0.545,0.545,0.0,0.545,0.45499999999999996
11.0,1703.0,3.0,394.0,394.0,0.88,0.88,0.0,0.88,0.12
11.0,1821.0,3.0,105.0,105.0,0.538,0.538,0.0,0.538,0.46199999999999997
11.0,1927.0,3.0,133.0,133.0,0.849,0.849,0.0,0.849,0.15100000000000002
11.0,1507.0,3.0,162.0,162.0,0.651,0.651,0.0,0.651,0.349
11.0,1441.0,3.0,133.0,133.0,0.464,0.464,0.0,0.464,0.536
12.0,3901.0,3.0,184.0,184.0,0.797,0.797,0.0,0.797,0.20299999999999996
12.0,3397.0,3.0,356.0,356.0,0.414,0.414,0.0,0.414,0.5860000000000001
12.0,2855.0,3.0,213.0,213.0,0.893,0.893,0.0,0.893,0.10699999999999998
12.0,2831.0,3.0,344.0,344.0,0.57,0.57,0.0,0.57,0.43000000000000005
12.0,2893.0,3.0,85.0,85.0,0.887,0.887,0.0,0.887,0.11299999999999999
