Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
8.0,185.0,3.0,131.0,131.0,0.575,0.575,0.0,0.575,0.42500000000000004
8.0,221.0,3.0,161.0,161.0,0.549,0.549,0.0,0.549,0.45099999999999996
8.0,221.0,3.0,161.0,161.0,0.879,0.879,0.0,0.879,0.121
8.0,253.0,3.0,102.0,102.0,0.581,0.581,0.0,0.581,0.41900000000000004
8.0,201.0,3.0,306.0,306.0,0.573,0.573,0.0,0.573,0.42700000000000005
8.0,209.0,3.0,515.0,505.0,0.139,0.296,0.296,0.435,0.565
8.0,187.0,3.0,477.0,477.0,0.736,0.736,0.0,0.736,0.264
8.0,187.0,3.0,337.0,337.0,0.413,0.413,0.0,0.413,0.587
8.0,205.0,3.0,290.0,290.0,0.333,0.333,0.0,0.333,0.667
8.0,215.0,3.0,433.0,433.0,0.328,0.328,0.0,0.328,0.6719999999999999
9.0,473.0,3.0,305.0,305.0,0.324,0.324,0.0,0.324,0.6759999999999999
9.0,473.0,3.0,445.0,445.0,0.73,0.73,0.0,0.73,0.27
9.0,437.0,3.0,131.0,131.0,0.619,0.619,0.0,0.619,0.381
9.0,355.0,3.0,348.0,348.0,0.778,0.778,0.0,0.778,0.22199999999999998
9.0,407.0,3.0,237.0,237.0,0.755,0.755,0.0,0.755,0.245
9.0,355.0,3.0,348.0,348.0,0.819,0.819,0.0,0.819,0.18100000000000005
9.0,415.0,3.0,316.0,316.0,0.419,0.419,0.0,0.419,0.581
9.0,415.0,3.0,316.0,316.0,0.391,0.391,0.0,0.391,0.609
9.0,473.0,3.0,278.0,278.0,0.603,0.603,0.0,0.603,0.397
9.0,481.0,3.0,534.0,534.0,0.68,0.68,0.0,0.68,0.31999999999999995
10.0,1003.0,3.0,367.0,367.0,0.701,0.701,0.0,0.701,0.29900000000000004
10.0,869.0,3.0,197.0,197.0,0.616,0.616,0.0,0.616,0.384
10.0,905.0,3.0,218.0,218.0,0.547,0.547,0.0,0.547,0.45299999999999996
10.0,917.0,3.0,486.0,486.0,0.137,0.137,0.0,0.137,0.863
10.0,655.0,3.0,200.0,200.0,0.485,0.485,0.0,0.485,0.515
10.0,893.0,3.0,281.0,281.0,0.724,0.724,0.0,0.724,0.276
10.0,959.0,3.0,90.0,90.0,0.814,0.814,0.0,0.814,0.18600000000000005
10.0,831.0,3.0,700.0,616.0,0.239,0.215,0.422,0.661,0.33899999999999997
10.0,755.0,3.0,273.0,273.0,0.444,0.444,0.0,0.444,0.556
10.0,781.0,3.0,33.0,33.0,0.746,0.746,0.0,0.746,0.254
11.0,1713.0,3.0,284.0,284.0,0.571,0.571,0.0,0.571,0.42900000000000005
11.0,1843.0,3.0,126.0,126.0,0.66,0.66,0.0,0.66,0.33999999999999997
11.0,1865.0,3.0,104.0,104.0,0.72,0.72,0.0,0.72,0.28
11.0,1967.0,3.0,325.0,325.0,0.365,0.365,0.0,0.365,0.635
11.0,1633.0,3.0,285.0,285.0,0.3,0.3,0.0,0.3,0.7
11.0,1703.0,3.0,405.0,394.0,0.219,0.414,0.414,0.633,0.367
11.0,1821.0,3.0,210.0,210.0,0.487,0.487,0.0,0.487,0.513
11.0,1927.0,3.0,277.0,277.0,0.525,0.525,0.0,0.525,0.475
11.0,1507.0,3.0,162.0,162.0,0.634,0.634,0.0,0.634,0.366
11.0,1441.0,3.0,205.0,205.0,0.602,0.602,0.0,0.602,0.398
12.0,3901.0,3.0,196.0,196.0,0.79,0.79,0.0,0.79,0.20999999999999996
12.0,3397.0,3.0,320.0,320.0,0.435,0.435,0.0,0.435,0.565
12.0,2855.0,3.0,357.0,357.0,0.481,0.481,0.0,0.481,0.519
12.0,2831.0,3.0,255.0,255.0,0.507,0.507,0.0,0.507,0.493
12.0,2893.0,3.0,85.0,85.0,0.784,0.784,0.0,0.784,0.21599999999999997
12.0,2605.0,3.0,66.0,66.0,0.612,0.612,0.0,0.612,0.388
12.0,3047.0,3.0,369.0,369.0,0.26,0.26,0.0,0.26,0.74
12.0,3707.0,3.0,252.0,252.0,0.41,0.41,0.0,0.41,0.5900000000000001
12.0,2981.0,3.0,317.0,317.0,0.28,0.28,0.0,0.28,0.72
12.0,3149.0,3.0,101.0,101.0,0.581,0.581,0.0,0.581,0.41900000000000004
