Bit_length,N,Lattice_dimension,|b_op - t|^2,|vbest - t|^2,P(b_op),P(vbest),P(|vnew - t|^2 < |b_op - t|^2),P(|vnew - t|^2 <= |b_op - t|^2),P(|vnew - t|^2 > |b_op - t|^2)
150.0,1268771206145175299492684899681878877410684841,21.0,724.0,722.0,0.067772,0.028832,0.028832,0.096604,0.903396
150.0,1403762530472620237905076428332939916844331359,21.0,260.0,260.0,0.18876,0.18876,0.0,0.18876,0.81124
150.0,918882917500502786903408324526441238854631741,21.0,383.0,376.0,0.045005,0.029131,0.109981,0.154986,0.8450139999999999
150.0,1044411862674117053622929515451672202864979129,21.0,396.0,379.0,0.02659,0.045795,0.25428500000000004,0.28087500000000004,0.719125
150.0,1199592981228806239321120961178599459097610483,21.0,596.0,596.0,0.111203,0.111203,0.0,0.111203,0.8887970000000001
150.0,912632394066698132144971044037258218777602291,21.0,352.0,352.0,0.092851,0.092851,0.0,0.092851,0.907149
150.0,1033085278351720441874660444922199074374033881,21.0,429.0,429.0,0.057407,0.057407,0.0,0.057407,0.942593
150.0,1039667922595230805682141254323399644574814367,21.0,689.0,689.0,0.056159,0.056159,0.0,0.056159,0.943841
150.0,1076261801716221769627743498540654753005411033,21.0,569.0,569.0,0.275407,0.275407,0.0,0.275407,0.724593
150.0,868981675879730421007669707059890716656754209,21.0,380.0,380.0,0.063453,0.063453,0.0,0.063453,0.936547
150.0,1198940008513470371886998720870433706529677289,21.0,286.0,285.0,0.034648,0.028259,0.028259,0.06290699999999999,0.937093
150.0,1001065868810988745766471076060380006588792189,21.0,391.0,390.0,0.017606,0.046694,0.046694,0.0643,0.9357
150.0,1018523197675518130041140861676478171959383813,21.0,330.0,314.0,0.122781,0.023361,0.15843000000000002,0.281211,0.718789
150.0,999406335763551690568793874408994581594369181,21.0,293.0,293.0,0.111839,0.111839,0.0,0.111839,0.888161
150.0,1386649915270975663546803936212330370020386207,21.0,322.0,322.0,0.047028,0.047028,0.0,0.047028,0.952972
150.0,1252835724482748605844023934169349660374906087,21.0,379.0,379.0,0.047211,0.047211,0.0,0.047211,0.952789
150.0,1420753685420564064872708676390123998125705549,21.0,325.0,323.0,0.139189,0.081118,0.081118,0.220307,0.779693
150.0,1076920912535396901213842625717381087368331181,21.0,388.0,388.0,0.026743,0.026743,0.0,0.026743,0.973257
150.0,1124397583306701037985991208303905429810161357,21.0,362.0,352.0,0.02573,0.02308,0.175892,0.201622,0.798378
150.0,1130353955473240791783568532060655958732460941,21.0,392.0,369.0,0.043424,0.033605,0.21723999999999996,0.26066399999999995,0.739336
151.0,2363319035074246419340419055739401443130238059,21.0,484.0,484.0,0.057332,0.057332,0.0,0.057332,0.942668
151.0,2471201957583473321167345886570639941825218311,21.0,363.0,363.0,0.1252,0.1252,0.0,0.1252,0.8748
151.0,2315715608364087921901708175621836301416617007,21.0,256.0,256.0,0.118287,0.118287,0.0,0.118287,0.881713
151.0,2763171157217537386323259861099914830334818519,21.0,580.0,580.0,0.236108,0.236108,0.0,0.236108,0.763892
151.0,1758775630326182635026447808028302358291781499,21.0,276.0,265.0,0.18785000000000002,0.175413,0.201833,0.389683,0.610317
151.0,2188378164211148987192836592303698338909975503,21.0,309.0,309.0,0.091683,0.091683,0.0,0.091683,0.908317
151.0,1829627983140478483810934234803641664206450619,21.0,357.0,346.0,0.15506,0.078614,0.078614,0.233674,0.7663260000000001
151.0,1569735030968914361557174823910579735657956107,21.0,275.0,275.0,0.161432,0.161432,0.0,0.161432,0.838568
151.0,2843239852874861508784440371081621911410347591,21.0,564.0,551.0,0.106097,0.034105,0.063779,0.169876,0.830124
151.0,2624675574003230296718034974584383454961661761,21.0,604.0,574.0,0.02768,0.032266,0.24777600000000002,0.27545600000000003,0.724544
151.0,1746328694271824837631752461766830788699201941,21.0,491.0,491.0,0.077375,0.077375,0.0,0.077375,0.922625
151.0,2456234120258232727729365675070691784694223131,21.0,627.0,627.0,0.070488,0.070488,0.0,0.070488,0.929512
151.0,2689914182894566195371701173819301836708498979,21.0,375.0,375.0,0.02009,0.02009,0.0,0.02009,0.97991
151.0,2472879649799491864465871187917726124213054643,21.0,370.0,356.0,0.014307,0.015832,0.037299,0.051606,0.948394
151.0,2641928437820330089399895839369416426912654047,21.0,586.0,580.0,0.050155,0.028362,0.09690599999999999,0.147061,0.852939
151.0,2217024583566038902931835040749210710155293863,21.0,311.0,308.0,0.045123,0.026415,0.049146999999999996,0.09426999999999999,0.90573
151.0,2795955547593262531562466415054318143278579719,21.0,370.0,368.0,0.036286,0.017389,0.017389,0.053675,0.946325
151.0,2754384674264655946791346511962590129499967297,21.0,526.0,523.0,0.06516,0.046398,0.046398,0.11155799999999999,0.888442
151.0,1922698035563121141756137662031262831101446511,21.0,278.0,278.0,0.451536,0.451536,0.0,0.451536,0.5484640000000001
151.0,2578633082003778088940013102956628479805360761,21.0,498.0,498.0,0.076865,0.076865,0.0,0.076865,0.923135
152.0,3650146379785934850995660671580553841765454981,21.0,277.0,277.0,0.026866,0.026866,0.0,0.026866,0.9731339999999999
152.0,4447694107941335768274189003948589146948883409,21.0,404.0,401.0,0.118417,0.08118,0.153812,0.272229,0.727771
152.0,5304044781028480773455459789567804501864780699,21.0,371.0,371.0,0.238752,0.238752,0.0,0.238752,0.761248
152.0,5225791236691602749703859113684043992716841463,21.0,412.0,399.0,0.081718,0.055373,0.152133,0.23385099999999998,0.766149
152.0,5425403301002418901669361546561888615280596761,21.0,371.0,363.0,0.11369499999999999,0.184105,0.184105,0.29779999999999995,0.7022
152.0,5202335230032226630491022567996748864390119873,21.0,420.0,420.0,0.057454,0.057454,0.0,0.057454,0.942546
