Bit_length,beta,gamma
35,-0.5422653601215592,0.7579642252483895
35,-0.49414371134094237,0.5421450822741797
35,-0.5358567627795213,0.6497693999285806
35,0.4783996080349874,-0.6717510431112432
35,-0.39156343226746476,0.5064769167531349
35,-0.4125486782396108,0.4650255909784996
35,0.38989905522526425,-0.4807469554574657
35,-0.6454276705010316,0.7490382129544922
35,-0.5062513683836248,0.7684220105226433
36,-6.741195728366549,0.5690367604279652
36,-0.7084829396375711,0.7976328330624523
36,-0.64759468274196,0.7625549019811801
36,0.3914593342076742,-0.6199386630237314
36,-0.5120838792334474,0.5997221200735372
36,-0.6466501490808626,0.755434046788256
36,-0.4660339835481868,0.5966038891236402
36,-0.5664640884597809,0.7634959521881538
36,-0.5603696466224048,0.6358062429305567
36,-0.5395402750396259,0.6489161800263267
37,-0.46788704502830397,0.5708815401932282
37,-0.5741420008859347,0.648975405440917
37,-0.6134319983292582,0.8615234218660447
37,-0.6273679023421422,0.7117054111466545
37,-0.41108973750069444,0.5589248965983717
37,-0.49921685088309337,0.7131367098861556
37,-0.49164353351137724,0.4734552208839477
37,-0.6758849158489176,0.7666901933332635
37,-0.47478522176983773,0.5831853061615323
37,-0.5544861533855386,0.8142317860118673
38,-0.6320127599459393,0.7349456357597051
38,-0.977442989831352,8.21644021524056
38,-0.45608770436712365,0.5420141501476017
38,-0.4961052699101239,0.6170238644438628
38,-0.5028044540703555,0.5965966281317313
38,-0.4570832096338943,0.5179897358053025
38,-0.5371959341355886,0.7600382066684825
38,-0.5572699778005284,0.7536840645843578
38,-0.5118352317585538,0.5785566150507354
38,-0.4178602744393918,0.4316661576311361
39,0.6635912577984343,-0.7345554092650266
39,-0.5696815158122804,0.6538411147759011
39,-0.5394821401257709,0.641693789897284
39,-0.482101077585487,0.6456746071995705
39,-0.47551577494679903,0.5991376703508208
39,-0.7242373626304439,0.8211784433192612
39,-0.5628115645232237,0.5963005731484541
39,-0.4072484755268518,0.536606723967072
39,0.6094296523416083,-0.7979215968497475
39,-0.626657978733262,0.7499230185831909
40,0.410989411588802,-0.4891607501874235
40,-0.396344812104135,0.4419815353890018
40,-0.48584145119629446,0.6288935096869098
40,-0.4280544670975092,0.5800652094010819
40,-0.6302887229457192,0.7111457059796693
40,-0.3878163663387014,0.5707811351056323
40,-0.4859107487278637,0.7264585359786631
40,-0.6679797596266575,0.8860397471287846
40,-0.6849604974070604,0.7479018403369763
40,0.5001016917223227,-0.7365613881188571
41,0.40032759944521323,-0.5554877769145902
41,-0.5414311632765726,0.6578669737936795
41,-0.4703834056756071,0.5844747011833468
41,-0.5623952387649208,0.7166926991337552
41,-0.5062945353656471,0.6009537349217927
41,-0.6353328630736711,0.8590962093148155
41,-0.49730227074941663,0.5541115837555707
41,0.5878810503369091,-0.7367940100814914
41,-0.456247690571039,0.654684560153569
41,-0.574594748395824,0.8144486266110722
42,-0.5083768963625797,0.7184050886896867
42,-0.5019075809181658,0.660324888421563
42,-0.424814240350578,0.4815713360304964
42,-0.3453251739386694,0.3699358051137544
42,-0.4907523313276138,0.7780442460525758
42,-0.6287201517420596,0.7549718701806286
42,-0.431979617481579,0.5926285072729407
42,-0.3887746521930092,0.5030678893647008
42,-0.461077250107703,0.6112620487275744
42,-0.5301358857556716,0.654749760737857
43,-0.5411198945064011,0.6156720069535389
43,-0.43086181536259244,0.5862415874371453
43,-0.6268055894324905,0.7387292451025809
43,-0.46471251702152205,0.6106621181024053
43,-0.45403475054421166,0.5807045090333608
43,-0.42317375542905034,0.4532002574447831
43,-0.6727950665351758,0.8900489012816821
43,-0.5826038831749912,0.6825056632567484
43,-0.37716257009577947,0.4083078382746084
43,-0.6065555518494721,0.7743542556105583
44,0.5771882063532316,-0.724927424179002
44,-0.6125841951051896,0.8292657716766468
44,-0.5726794602098756,0.6842723339213291
44,-0.5849682587817423,0.7945315024560847
44,-0.4470386175723362,0.5518886392863748
44,-0.4830180229606348,0.6206268823729738
44,-0.5308811540493131,0.6524014024682574
44,-0.47557338885057254,0.6019345298455581
44,-0.47185578758365065,0.5797729418613747
44,0.4636186706175515,-0.7405053424019671
45,-0.5086692671051685,0.6618653245447585
45,-0.49146992313238697,0.6187396864349388
45,-0.5172655382745475,0.595586053077383
45,-0.5104871358073737,0.7978414551084544
45,0.505450678613144,-0.7020256825777127
45,-0.5859498740999187,0.7388369035760352
45,-0.4162294181414435,0.49740576968794853
